_id,PK,CCR,GENDER,RACE,AGE,CITEDTIME,INCIDENTLOCATION,OFFENSES,NEIGHBORHOOD,ZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
461,1078510,16182949,M,B,51,2016-09-26T20:10:00,"E CARSON ST & S 19TH ST PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,South Side Flats,3,1702,3,4,-79.9791352335788,40.428670110505
357,1078234,16172624,F,W,44,2016-09-12T16:15:00,"3300 Block ALLENDALE ST PITTSBURGH, PA ",5505 Public Drunkenness,Sheraden,6,2022,2,5,-80.0622115776277,40.456733576465
155,1077946,16160860,M,W,22,2016-08-27T00:58:00,"3200 Block KENNETT SQ PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Oakland,4,409,3,3,-79.9611730180714,40.4342996774035
737,1079035,16211578,F,W,43,2016-11-09T20:24:00,"HAZELWOOD AV & BEECHWOOD BL PITTSBURGH, PA ",5505 Public Drunkenness,Greenfield,4,1517,5,3,-79.9271513828454,40.4196074696521
464,1078522,16181313,M,O,24,2016-09-25T02:35:00,"E CARSON ST & S 12TH ST PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,South Side Flats,3,1702,3,4,-79.9864221922067,40.4287496484083
466,1078524,16184274,F,B,15,2016-09-29T15:28:00,"300 Block S MAIN ST PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,West End,6,2019,7,2,-79.9579443641231,40.4673750344012
554,1078749,16190126,F,W,22,2016-10-08T00:25:00,"1700 Block E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,4,-79.9818690076802,40.4285852039836
738,1079036,16212322,M,W,33,2016-11-11T00:30:00,"300 Block NORTH SHORE DR PITTSBURGH, PA ",3503(b.1) Criminal Trespass - Simple Trespasser,Strip District,1,203,1,6,-80.0117954719551,40.4457699438489
774,1079122,16203009,M,W,25,2016-10-28T01:14:00,"E CARSON ST & S 18TH ST PITTSBURGH, PA ",601.08 (a) Open Container Law,South Side Flats,3,1702,3,4,-79.9805619635861,40.4287585875314
775,1079141,16203027,M,W,19,2016-10-28T01:40:00,"300 Block ATWOOD ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Central Oakland,4,405,3,3,-79.9559451409605,40.4395175941235
383,1078260,16170627,F,W,19,2016-09-09T23:15:00,"5300 Block BEELER ST PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,Squirrel Hill South,4,1414,8,3,-79.933671435756,40.4453686724538
61,1077855,16154165,M,A,0,2016-08-17T18:34:00,"400 Block E OHIO ST PITTSBURGH, PA ",5505 Public Drunkenness,East Allegheny,1,2304,1,1,-80.0015332433781,40.453470511792
63,1077857,16154260,M,W,21,2016-08-17T18:40:00,"6TH AV & 5TH AV PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",Golden Triangle/Civic Arena,2,201,6,6,-79.9946620420523,40.438947337277
739,1079037,16212322,M,W,33,2016-11-11T00:30:00,"300 Block NORTH SHORE DR PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Strip District,1,203,1,6,-80.0117954719551,40.4457699438489
467,1078525,16184556,M,B,25,2016-09-30T01:08:00,"S 18TH ST & WRIGHTS WY PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,South Side Flats,3,1702,3,4,-79.9805137144805,40.429228381173
468,1078526,16184566,M,W,23,2016-09-30T01:25:00,"ROLAND ST & S 16TH ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,4,-79.9828364524618,40.4285409799456
469,1078527,16184567,M,W,21,2016-09-30T01:25:00,"S 16TH ST & ROLAND ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,4,-79.9828364524618,40.4285409799456
65,1077859,16148744,M,W,45,2016-08-10T03:30:00,"7TH STREET BRIDGE PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,Golden Triangle/Civic Arena,2,201,2,5,-80.0591062734345,40.4293771367949
397,1078396,16038419,M,B,19,2016-03-02T11:30:00,"200 Block 5TH AV PITTSBURGH, PA ","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",Golden Triangle/Civic Arena,2,201,6,6,-80.0020737914111,40.4412284280311
66,1077860,16147454,F,B,12,2016-08-07T19:30:00,"PENN AV & FIFTH AV PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Shadyside,5,708,9,3,-79.9124236151958,40.4540372909223
67,1077861,16146739,F,B,29,2016-08-07T04:30:00,"200 Block DINWIDDIE ST PITTSBURGH, PA ","601.11(a) Littering and Dumping; Any waste, dangerous or detrimental substance upon public property",Crawford-Roberts,2,305,6,3,-79.9804603176683,40.4391348751793
402,1078424,16179446,M,W,70,2016-09-22T12:00:00,"400 Block ST JOSEPH ST PITTSBURGH, PA ",633.05 Rabies Vaccination,Mt. Oliver Neighborhood,3,1607,3,4,-79.9817218976857,40.4134112556476
404,1078426,16179800,F,W,40,2016-09-22T23:26:00,"LIBERTY AV PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Golden Triangle/Civic Arena,2,201,,,0.0,0.0
680,1078958,16202538,F,W,36,2016-10-24T17:30:00,"300 Block OVERBROOK BL PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Carrick,3,2904,4,4,-79.9885394546752,40.3881346403621
742,1079040,16212702,F,B,35,2016-11-11T16:32:00,"500 Block E OHIO ST PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",East Allegheny,1,2304,1,1,-80.0005752791284,40.453539170738
743,1079041,16212933,M,W,65,2016-11-11T23:22:00,"1700 Block MURRAY AV PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Squirrel Hill South,4,1408,5,3,-79.9230542878896,40.4380214752913
70,1077864,16128942,M,W,51,2016-07-11T21:10:00,"1900 Block E CARSON ST PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",South Side Flats,3,1702,3,4,-79.9789649915031,40.4284658082227
75,1077869,16149306,M,B,30,2016-08-10T17:45:00,"W GENERAL ROBINSON ST & FEDERAL ST PITTSBURGH, PA ",5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,North Shore,1,2205,1,6,-80.0042500647206,40.4482456783134
183,1078189,16170270,M,B,32,2016-09-09T12:30:00,"100 Block RHINE PL PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,Spring Hill-City View,1,2620,1,1,-79.9940985889521,40.466786195587
76,1077885,16031464,M,B,41,2016-02-20T20:36:00,"400 Block E OHIO ST PITTSBURGH, PA ",5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,East Allegheny,1,2304,1,1,-80.0015332433781,40.453470511792
77,1077886,16031569,F,O,18,2016-02-21T00:03:00,"1600 Block SMALLMAN ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Strip District,2,203,7,6,-79.987646691015,40.4495661874603
407,1078429,16179873,M,W,31,2016-09-23T02:00:00,"S 15TH ST & ROLAND ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,4,-79.9834351929321,40.4285554906908
744,1079042,16212985,M,W,23,2016-11-12T01:25:00,"S 16TH ST & ROLAND ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,4,-79.9828364524618,40.4285409799456
78,1077887,16031464,M,B,41,2016-02-20T20:36:00,"400 Block E OHIO ST PITTSBURGH, PA ",5505 Public Drunkenness,East Allegheny,1,2304,1,1,-80.0015332433781,40.453470511792
79,1077888,16017044,M,W,21,2016-01-29T02:00:00,"200 Block ATWOOD ST PITTSBURGH, PA ","6501(a)(1) Scattering Rubbish; Any waste, dangerous or detrimental substance upon public property or waters",Central Oakland,4,405,3,3,-79.9568888662713,40.4404204065315
80,1077982,16153349,M,B,15,2016-08-16T00:00:00,"700 Block LORENZ AV PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Elliott,6,2020,2,5,-80.0392465376877,40.4451100455258
81,1077983,16153349,M,B,15,2016-08-16T16:36:00,"700 Block LORENZ AV PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Elliott,6,2020,2,5,-80.0392465376877,40.4451100455258
82,1077984,16156659,M,B,21,2016-08-21T01:25:00,"300 Block SEMPLE ST PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,Central Oakland,4,405,3,3,-79.9570936272574,40.438737565192
83,1077985,16156699,M,B,47,2016-08-21T06:29:00,"1000 Block BEECHER ST PITTSBURGH, PA ",3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,Homewood West,5,1207,9,2,-79.9023317407645,40.4597918831884
87,1077989,16160160,M,W,21,2016-08-26T04:04:00,"5200 Block FORBES AV PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,Squirrel Hill North,4,1401,8,3,-79.9376374920135,40.4423094240669
470,1078541,16090741,M,W,31,2016-05-18T00:36:00,"1600 Block SANDUSKY CT PITTSBURGH, PA ",3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s),Fineview,1,2509,6,1,-80.0054475381166,40.4589325773691
533,1078696,16186313,M,W,18,2016-10-02T15:30:00,"600 Block MIFFLIN RD PITTSBURGH, PA ",2709(a)(3) Harassment No Legitimate Purpose,New Homestead,4,3103,5,3,-79.9300868764498,40.3828181163024
745,1079043,16213004,M,B,22,2016-11-12T01:50:00,"S 16TH ST & ROLAND ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,4,-79.9828364524618,40.4285409799456
608,1078854,16203787,M,W,23,2016-10-29T00:50:00,"S 16TH ST & E CARSON ST PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,South Side Flats,3,1702,3,4,-79.9827122247394,40.4288316953151
747,1079045,16213077,M,W,22,2016-11-12T04:18:00,"S 24TH ST & E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1609,3,4,-79.971167475924,40.4282112331511
478,1078549,16150961,M,B,22,2016-08-13T01:10:00,"S 15TH ST & E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,4,-79.9834249315897,40.4288151761983
88,1077990,16160160,M,W,21,2016-08-26T04:04:00,"5200 Block FORBES AV PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,Squirrel Hill North,4,1401,8,3,-79.9376374920135,40.4423094240669
89,1077991,16160160,M,W,21,2016-08-26T04:04:00,"5200 Block FORBES AV PITTSBURGH, PA ",5505 Public Drunkenness,Squirrel Hill North,4,1401,8,3,-79.9376374920135,40.4423094240669
317,1078364,16176412,M,H,18,2016-09-17T23:20:00,"300 Block ATWOOD ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Central Oakland,4,405,3,3,-79.9559451409605,40.4395175941235
318,1078365,16176412,F,W,19,2016-09-17T23:20:00,"300 Block ATWOOD ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Central Oakland,4,405,3,3,-79.9559451409605,40.4395175941235
748,1079046,16213579,F,B,21,2016-11-12T23:43:00,"200 Block DUNSEITH ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,West Oakland,4,402,6,3,-79.9648265017602,40.4405149462218
536,1078699,16186409,M,W,21,2016-10-01T23:30:00,"300 Block NORTH SHORE DR PITTSBURGH, PA ",3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,North Shore,1,2205,1,6,-80.0117954719551,40.4457699438489
563,1078758,16191685,M,B,35,2016-09-11T12:00:00,"200 Block MCKINLEY ST PITTSBURGH, PA ",5511(c)(1) CRUELTY TO ANIMALS,Knoxville,3,3001,3,4,-79.9911531575833,40.4086983272692
569,1078764,16193973,F,W,22,2016-10-14T01:15:00,"1400 Block E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,4,-79.9840309787249,40.4286485876937
570,1078765,16194562,F,W,25,2016-10-14T21:00:00,"2500 Block WEST LIBERTY AV PITTSBURGH, PA ",5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,Beechview,6,1920,4,5,-80.0254934352975,40.3991846491471
409,1078431,16179911,M,B,47,2016-09-23T03:03:00,"6300 Block STATION ST PITTSBURGH, PA ",2709(a)(2) Harassment by Following Person in Public Place(s),East Liberty,5,1115,7,2,-79.9169499058359,40.4685233687984
90,1077992,16160887,M,W,30,2016-08-27T02:05:00,"E CARSON ST & S 15TH ST PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,South Side Flats,3,1702,3,4,-79.9834249315897,40.4288151761983
91,1077993,16161549,M,W,22,2016-08-28T00:03:00,"300 Block REAR S BOUQUET ST PITTSBURGH, PA ","601.04 (c) (2) Loudspeakers, etc 0700-2200 >75dB(c) 2200-0700 >75 dB(c)",Central Oakland,4,405,,,0.0,0.0
22,1078049,16053206,M,W,21,2016-03-25T02:20:00,"S 16TH ST & ROLAND ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,4,-79.9828364524618,40.4285409799456
422,1078448,16180609,F,W,29,2016-09-24T02:15:00,"ROLAND ST & S 16TH ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,4,-79.9828364524618,40.4285409799456
98,1078000,16162768,M,W,56,2016-08-29T20:24:00,"1500 Block BROWNSVILLE RD PITTSBURGH, PA ",5505 Public Drunkenness,Carrick,3,2901,4,4,-79.9892214961315,40.4003679421445
571,1078766,16194562,F,W,22,2016-10-14T21:00:00,"2500 Block WEST LIBERTY AV PITTSBURGH, PA ",5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,Beechview,6,1920,4,5,-80.0254934352975,40.3991846491471
574,1078769,16195005,M,W,66,2016-10-15T13:34:00,"2600 Block BROWNSVILLE RD PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",Carrick,3,2904,4,4,-79.9788010618009,40.385442305757
424,1078450,16180621,M,W,26,2016-09-24T02:34:00,"JUDICIAL ST & BAILEY AV PITTSBURGH, PA ",5505 Public Drunkenness,Mount Washington,3,1807,3,4,-79.9999788006158,40.4268993119231
580,1078775,16195348,M,W,23,2016-10-16T01:15:00,"200 Block ATWOOD ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,Central Oakland,4,405,3,3,-79.9568888662713,40.4404204065315
584,1078779,16188362,F,B,26,2016-10-02T16:00:00,"100 Block HAZLETT ST PITTSBURGH, PA ",3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,Northview Heights,1,2609,1,1,-80.0030769727258,40.4759708034383
585,1078781,16188417,F,B,40,2016-10-05T16:36:00,"700 Block MERCER ST PITTSBURGH, PA ",3503(b.1) Criminal Trespass - Simple Trespasser,Crawford-Roberts,2,305,6,3,-79.9872915237753,40.4444287587868
426,1078452,16180690,F,W,27,2016-09-24T02:31:00,"S 17TH ST & BINGHAM ST PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,South Side Flats,3,1702,3,4,-79.9819829543845,40.4294608603288
216,1077966,16035604,M,B,24,2016-02-27T00:35:00,"S 15TH ST & E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,4,-79.9834249315897,40.4288151761983
310,1078357,16176412,F,W,19,2016-09-17T23:20:00,"300 Block ATWOOD ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Central Oakland,4,405,3,3,-79.9559451409605,40.4395175941235
35,1078322,16169857,F,B,27,2016-09-09T21:30:00,"300 Block ARABELLA ST PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Knoxville,3,3001,3,4,-79.9930668114074,40.4121653952471
215,1077965,16029759,M,W,19,2016-02-10T16:00:00,"1300 Block BREINING ST PITTSBURGH, PA ",5511(c)(1) CRUELTY TO ANIMALS,Brookline,6,1918,4,4,-80.0106987284868,40.3911981932624
99,1078001,16162768,M,W,56,2016-08-29T20:24:00,"1500 Block BROWNSVILLE RD PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,Carrick,3,2901,4,4,-79.9892214961315,40.4003679421445
100,1078002,16162768,M,W,56,2016-08-29T20:24:00,"1500 Block BROWNSVILLE RD PITTSBURGH, PA ",601.08 (a) Open Container Law,Carrick,3,2901,4,4,-79.9892214961315,40.4003679421445
430,1078456,16181528,F,W,50,2016-09-25T12:00:00,"1100 Block LANGTRY ST PITTSBURGH, PA ","3926(a)(1) Theft of Services; Cable, Gas, Taxi, Bill, Tab, etc.",Marshall-Shadeland,1,2715,1,1,-80.0281867719074,40.4774215879148
432,1078458,16181667,F,W,20,2016-09-25T17:25:00,"100 Block FEDERAL ST PITTSBURGH, PA ",5505 Public Drunkenness,North Shore,1,2205,1,6,-80.0037636731231,40.4477913834499
434,1078460,16178254,M,W,46,2016-09-20T18:41:00,"WEIRTON ST & BELL ST PITTSBURGH, PA ",5505 Public Drunkenness,East Carnegie,6,2805,2,5,-80.0736659884991,40.4181701632484
474,1078545,16091016,M,W,68,2016-05-18T12:55:00,"100 Block 5TH AV PITTSBURGH, PA ","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",Central Business District,2,201,6,6,-80.0028732555481,40.4414061597312
475,1078546,16099660,F,B,50,2016-05-30T16:59:00,"1200 Block WOODLAND AV PITTSBURGH, PA ",601.04 (c) (1) Residential 0700-2200  >65dB(A) 2200-0700 >60dB(A),Marshall-Shadeland,1,2715,1,1,-80.0275070128844,40.4697316470571
476,1078547,16088867,M,B,23,2016-05-15T01:56:00,"1500 Block E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,4,-79.9833067062384,40.4286848326994
481,1078552,16151884,M,B,40,2016-08-14T10:31:00,"5300 Block MOSSFIELD ST PITTSBURGH, PA ",3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,Garfield,5,1016,9,2,-79.9358174803139,40.4726078201611
752,1079050,16214138,M,W,23,2016-10-30T01:30:00,"20 Block S 14TH ST PITTSBURGH, PA ",3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,South Side Flats,3,1702,3,4,-79.9843506277955,40.4293170713458
482,1078553,16189182,M,B,57,2016-10-06T18:13:00,"E CARSON ST & S 21ST ST PITTSBURGH, PA ",601.08 (a) Open Container Law,South Side Flats,3,1609,3,4,-79.976265132805,40.4285057800461
109,1078102,16160079,M,W,21,2016-08-26T01:14:00,"1400 Block E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,4,-79.9840309787249,40.4286485876937
111,1078104,16160814,M,W,21,2016-08-26T23:48:00,"3800 Block BATES ST PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,Central Oakland,4,406,3,3,-79.9533472949445,40.4386012938067
117,1078110,16165101,M,W,21,2016-09-02T00:56:00,"BATES ST & SEMPLE ST PITTSBURGH, PA ",5505 Public Drunkenness,Central Oakland,4,405,3,3,-79.9549689512642,40.4371002388338
442,1078486,16179441,M,W,25,2016-09-22T13:30:00,"300 Block 6TH AV PITTSBURGH, PA ","5507(a) Obstructing highway, railroad or public passage",Golden Triangle/Civic Arena,2,201,6,6,-79.9994517535611,40.4416507426504
612,1078863,16205753,M,W,59,2016-10-31T22:13:00,"2200 Block BENTLEY DR PITTSBURGH, PA ",5505 Public Drunkenness,Terrace Village,2,510,6,3,-79.9702593021862,40.4401023615949
39,1077917,16002105,F,B,52,2016-01-15T21:30:00,"2300 Block BROWNSVILLE RD PITTSBURGH, PA ",5505 Public Drunkenness,Carrick,3,2901,4,4,-79.9855198585981,40.3890493090599
121,1078114,16165925,M,B,30,2016-09-03T03:58:00,"2300 Block PARK HILL DR PITTSBURGH, PA ",5505 Public Drunkenness,East Hills,5,1306,9,2,-79.8740783783315,40.4547503768469
60,1077854,16153732,F,B,27,2016-08-17T06:08:00,"2400 Block PARK HILL DR PITTSBURGH, PA ",3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,East Hills,5,1306,9,2,-79.873802880338,40.455827122003
112,1078105,16160921,M,W,17,2016-08-27T01:50:00,"1400 Block E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,4,-79.9840309787249,40.4286485876937
448,1078492,16181243,M,W,20,2016-09-25T00:30:00,"3400 Block WARD ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Central Oakland,4,406,3,3,-79.9546530489675,40.4346328825114
116,1078109,16164284,M,B,48,2016-08-31T21:28:00,"10 Block AMANDA ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,Allentown,3,1803,4,4,-79.9891096153103,40.4064246213336
122,1078115,16166203,F,W,51,2016-09-03T15:35:00,"ALDER ST & HIGHLAND AV PITTSBURGH, PA ",5505 Public Drunkenness,Shadyside,4,705,8,2,-79.9251983528919,40.4573781365007
616,1078867,16207639,F,W,55,2016-11-03T17:35:00,"300 Block OVERBROOK BL PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Carrick,3,2904,4,4,-79.9885394546752,40.3881346403621
249,1077884,16031372,F,H,32,2016-02-20T02:50:00,"300 Block W STATION SQ DR PITTSBURGH, PA ",5505 Public Drunkenness,South Shore,3,1921,,,0.0,0.0
41,1077919,16012698,M,W,57,2016-01-21T18:30:00,"800 Block LIBERTY AV PITTSBURGH, PA ",5505 Public Drunkenness,Golden Triangle/Civic Arena,2,201,6,6,-79.9989269190306,40.4426267500882
131,1078124,16167059,M,W,22,2016-09-04T21:35:00,"ROBERTO CLEMENTE BRIDGE PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,North Shore,1,2205,,,0.0,0.0
134,1078127,16167118,M,W,20,2016-09-04T23:36:00,"200 Block N DITHRIDGE ST PITTSBURGH, PA ","601.04 (c) (2) Loudspeakers, etc 0700-2200 >75dB(c) 2200-0700 >75 dB(c)",North Oakland,4,507,8,3,-79.9516920828544,40.4493113199749
451,1078500,16181759,M,W,23,2016-09-25T02:10:00,"S 15TH ST & E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,4,-79.9834249315897,40.4288151761983
64,1077858,16154931,M,W,59,2016-08-18T20:16:00,"100 Block E ELIZABETH ST PITTSBURGH, PA ",5505 Public Drunkenness,Hazelwood,4,1515,5,3,-79.943204423442,40.407047691602
129,1078122,16166630,F,B,20,2016-09-04T05:05:00,"70 Block 22ND ST PITTSBURGH, PA ",473.07 (a) Hours of Parks 0600-2300 hrs.,South Side Flats,2,1609,3,4,-79.9747482424711,40.4290064646268
130,1078123,16166630,M,B,12,2016-09-04T05:05:00,"70 Block 22ND ST PITTSBURGH, PA ",473.07 (a) Hours of Parks 0600-2300 hrs.,South Side Flats,2,1609,3,4,-79.9747482424711,40.4290064646268
455,1078504,16182416,M,W,70,2016-09-26T21:08:00,"SMITHFIELD ST BRDG & E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Shore,3,1921,,,0.0,0.0
592,1078823,16036151,M,W,22,2016-02-27T23:01:00,"5300 Block BEELER ST PITTSBURGH, PA ","601.04 (c) (2) Loudspeakers, etc 0700-2200 >75dB(c) 2200-0700 >75 dB(c)",Squirrel Hill North,4,1401,8,3,-79.933671435756,40.4453686724538
593,1078824,16185212,M,W,22,2016-09-30T00:01:00,"1500 Block E CARSON ST PITTSBURGH, PA ",601.12 Interference with Official Duties,South Side Flats,3,1702,3,4,-79.9833067062384,40.4286848326994
456,1078505,16182870,M,B,62,2016-09-27T15:36:00,"FORT DUQUESNE BL & STANWIX ST PITTSBURGH, PA ",5505 Public Drunkenness,Golden Triangle/Civic Arena,2,201,6,6,-80.004675900877,40.4434581508198
457,1078506,16182905,F,B,18,2016-09-27T15:59:00,"LIBERTY AV & WOOD ST PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Golden Triangle/Civic Arena,2,201,6,6,-79.9991501722773,40.4426246733499
594,1078825,16185212,M,W,22,2016-09-30T23:40:00,"1500 Block E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,4,-79.9833067062384,40.4286848326994
362,1078239,16171987,M,W,34,2016-09-11T17:24:00,"1600 Block E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,4,-79.9826465263892,40.4287467462249
363,1078240,16171973,M,W,32,2016-09-11T17:03:00,"MURRAY AV & WELFER ST PITTSBURGH, PA ","601.04(e)(1) Amplified Noise from a vehicle operated on a public street, alley, etc, at a distance of (75) feet",Greenfield,4,1517,5,3,-79.9280943319266,40.4249742852777
596,1078842,16174555,M,W,49,2016-09-14T12:15:00,"100 Block DENGLER ST PITTSBURGH, PA ",3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,Arlington,3,1603,3,4,-79.9677048435086,40.4171975860148
597,1078843,16190173,M,W,26,2016-10-07T22:45:00,"1700 Block NORTHFIELD AV PITTSBURGH, PA ","633.09(a) Harboring a Nuisance; Any animal to create offensive odor, excessive noise or unsanitary condition",Crafton Heights,6,2814,2,5,-80.0589862569967,40.4461998620265
598,1078844,16199155,F,B,16,2016-10-21T21:15:00,"400 Block CINEMA ST PITTSBURGH, PA ",3503(b)(1)(i) Actual Communication,South Side Flats,3,1609,3,4,-79.9648564062109,40.4281993334122
755,1079053,16214693,F,B,13,2016-11-14T14:45:00,"500 Block MARSHALL AV PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Perry South,1,2615,6,1,-80.0167728442476,40.4710122769737
459,1078508,16182905,F,B,18,2016-09-27T15:59:00,"LIBERTY AV & WOOD ST PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Golden Triangle/Civic Arena,2,201,6,6,-79.9991501722773,40.4426246733499
139,1078132,16167389,F,B,38,2016-09-05T12:00:00,"2300 Block PALM BEACH AV PITTSBURGH, PA ",633.02(a) Dog License Required; 3 Months or Older,Beechview,6,1916,4,5,-80.0263337705562,40.402632077514
