account_key,assigned_rating,completion_date,creation_date,lesson_key,processing_state,days_to_completion
145,INCOMPLETE,2015-07-07,2015-07-01,3184238632,EVALUATED,518400000000000
145,INCOMPLETE,2015-03-25,2015-03-15,3165188753,EVALUATED,864000000000000
609,INCOMPLETE,2015-06-19,2015-06-18,3165188753,EVALUATED,86400000000000
609,PASSED,2015-07-28,2015-07-27,3165188753,EVALUATED,86400000000000
609,INCOMPLETE,2015-07-02,2015-07-01,3165188753,EVALUATED,86400000000000
609,PASSED,2015-04-23,2015-04-23,3176718735,EVALUATED,0
609,INCOMPLETE,2015-07-27,2015-07-23,3165188753,EVALUATED,345600000000000
609,INCOMPLETE,2015-07-22,2015-07-22,3165188753,EVALUATED,0
609,INCOMPLETE,2015-06-10,2015-06-03,3165188753,EVALUATED,604800000000000
110,INCOMPLETE,2015-03-19,2015-03-05,3184238632,EVALUATED,1209600000000000
110,PASSED,2015-03-12,2015-02-26,3174288624,EVALUATED,1209600000000000
110,INCOMPLETE,2015-04-03,2015-03-21,3184238632,EVALUATED,1123200000000000
110,PASSED,2015-03-03,2015-03-02,3165188753,EVALUATED,86400000000000
110,PASSED,2015-02-20,2015-02-04,3168208620,EVALUATED,1382400000000000
110,UNGRADED,2015-03-01,2015-02-23,3165188753,EVALUATED,518400000000000
110,INCOMPLETE,2015-02-07,2015-02-04,3176718735,EVALUATED,259200000000000
110,PASSED,2015-04-16,2015-04-16,3184238632,EVALUATED,0
110,INCOMPLETE,2015-02-13,2015-02-06,3165188753,EVALUATED,604800000000000
110,PASSED,2015-02-10,2015-02-09,3176718735,EVALUATED,86400000000000
110,INCOMPLETE,2015-02-03,2015-01-22,3176718735,EVALUATED,1036800000000000
110,INCOMPLETE,2015-02-02,2015-01-22,3168208620,EVALUATED,950400000000000
110,INCOMPLETE,2014-12-24,2014-12-10,3176718735,EVALUATED,1209600000000000
548,PASSED,2015-08-11,2015-08-11,3168208620,EVALUATED,0
548,PASSED,2015-07-20,2015-07-20,4576183932,EVALUATED,0
548,PASSED,2015-07-26,2015-07-26,4582204201,EVALUATED,0
548,PASSED,2015-08-01,2015-07-31,3176718735,EVALUATED,86400000000000
548,INCOMPLETE,2015-07-26,2015-07-26,3176718735,EVALUATED,0
782,PASSED,2015-07-23,2015-07-23,4576183932,EVALUATED,0
289,PASSED,2015-04-22,2015-04-22,3176718735,EVALUATED,0
289,INCOMPLETE,2015-04-21,2015-04-21,3176718735,EVALUATED,0
1013,INCOMPLETE,2015-01-21,2015-01-08,3176718735,EVALUATED,1123200000000000
393,PASSED,2015-08-17,2015-08-16,3176718735,EVALUATED,86400000000000
393,PASSED,2015-08-04,2015-08-04,4582204201,EVALUATED,0
393,INCOMPLETE,2015-07-31,2015-07-30,4582204201,EVALUATED,86400000000000
393,PASSED,2015-07-27,2015-07-27,4576183932,EVALUATED,0
393,INCOMPLETE,2015-08-03,2015-08-03,4582204201,EVALUATED,0
393,INCOMPLETE,2015-07-31,2015-07-31,4582204201,EVALUATED,0
448,INCOMPLETE,2015-03-24,2015-03-24,3176718735,EVALUATED,0
448,PASSED,2015-03-24,2015-03-24,3176718735,EVALUATED,0
272,PASSED,2015-04-18,2015-04-18,3184238632,EVALUATED,0
272,PASSED,2015-04-07,2015-03-25,3165188753,EVALUATED,1123200000000000
272,INCOMPLETE,2015-04-14,2015-04-14,3184238632,EVALUATED,0
272,INCOMPLETE,2015-03-20,2015-03-07,3165188753,EVALUATED,1123200000000000
272,PASSED,2015-02-05,2015-01-25,3176718735,EVALUATED,950400000000000
272,INCOMPLETE,2015-03-04,2015-02-18,3165188753,EVALUATED,1209600000000000
272,PASSED,2015-02-18,2015-02-04,3168208620,EVALUATED,1209600000000000
272,INCOMPLETE,2015-04-15,2015-04-15,3184238632,EVALUATED,0
272,PASSED,2015-04-01,2015-03-22,3174288624,EVALUATED,864000000000000
272,INCOMPLETE,2015-01-22,2015-01-14,3176718735,EVALUATED,691200000000000
1235,PASSED,2015-08-17,2015-08-17,4576183932,EVALUATED,0
1235,INCOMPLETE,2015-08-17,2015-08-16,4576183932,EVALUATED,86400000000000
149,PASSED,2015-06-19,2015-06-19,3168208620,EVALUATED,0
149,PASSED,2015-05-21,2015-05-13,3176718735,EVALUATED,691200000000000
149,INCOMPLETE,2015-06-16,2015-06-16,3168208620,EVALUATED,0
91,PASSED,2015-06-21,2015-06-21,3168208620,EVALUATED,0
91,PASSED,2015-01-07,2014-12-25,3176718735,EVALUATED,1123200000000000
5,INCOMPLETE,2015-03-17,2015-03-17,3176718735,EVALUATED,0
5,UNGRADED,2015-03-16,2015-03-05,3176718735,EVALUATED,950400000000000
5,PASSED,2015-04-14,2015-04-11,3176718735,EVALUATED,259200000000000
5,INCOMPLETE,2015-04-09,2015-04-09,3176718735,EVALUATED,0
469,PASSED,2015-02-21,2015-02-06,3168208620,EVALUATED,1296000000000000
469,PASSED,2015-01-12,2014-12-31,3176718735,EVALUATED,1036800000000000
469,INCOMPLETE,2014-12-25,2014-12-14,3176718735,EVALUATED,950400000000000
157,INCOMPLETE,2015-05-31,2015-05-25,3165188753,EVALUATED,518400000000000
157,PASSED,2015-01-14,2015-01-03,3176718735,EVALUATED,950400000000000
157,INCOMPLETE,2015-04-09,2015-03-29,3168208620,EVALUATED,950400000000000
82,INCOMPLETE,2015-07-20,2015-07-20,3176718735,EVALUATED,0
82,INCOMPLETE,2015-07-06,2015-07-06,3176718735,EVALUATED,0
82,PASSED,2015-07-24,2015-07-24,3176718735,EVALUATED,0
631,PASSED,2015-07-09,2015-07-09,3176718735,EVALUATED,0
631,INCOMPLETE,2015-07-05,2015-07-05,3176718735,EVALUATED,0
146,INCOMPLETE,2015-07-27,2015-07-27,3168208620,EVALUATED,0
146,PASSED,2015-04-23,2015-04-23,3176718735,EVALUATED,0
146,PASSED,2015-07-30,2015-07-29,3168208620,EVALUATED,86400000000000
146,PASSED,2015-05-06,2015-05-04,3165188753,EVALUATED,172800000000000
146,INCOMPLETE,2015-05-01,2015-04-30,3165188753,EVALUATED,86400000000000
579,PASSED,2015-01-21,2015-01-11,3176718735,EVALUATED,864000000000000
579,INCOMPLETE,2015-05-10,2015-05-05,3165188753,EVALUATED,432000000000000
579,PASSED,2015-07-18,2015-07-18,3174288624,EVALUATED,0
579,PASSED,2015-06-03,2015-05-31,3165188753,EVALUATED,259200000000000
579,PASSED,2015-03-20,2015-03-09,3168208620,EVALUATED,950400000000000
579,INCOMPLETE,2015-07-17,2015-07-16,3174288624,EVALUATED,86400000000000
370,PASSED,2015-04-23,2015-04-23,3176718735,EVALUATED,0
477,PASSED,2015-07-06,2015-07-05,3168208620,EVALUATED,86400000000000
477,DISTINCTION,2015-07-03,2015-07-02,4180859007,EVALUATED,86400000000000
477,PASSED,2015-05-21,2015-05-13,3176718735,EVALUATED,691200000000000
477,INCOMPLETE,2015-07-03,2015-07-03,3168208620,EVALUATED,0
477,INCOMPLETE,2015-05-03,2015-05-03,3176718735,EVALUATED,0
477,INCOMPLETE,2015-06-30,2015-06-30,3168208620,EVALUATED,0
477,INCOMPLETE,2015-05-21,2015-05-09,3176718735,EVALUATED,1036800000000000
477,INCOMPLETE,2015-05-21,2015-05-09,3176718735,EVALUATED,1036800000000000
401,INCOMPLETE,2015-08-23,2015-08-22,3174288624,EVALUATED,86400000000000
401,PASSED,2015-04-24,2015-04-24,3165188753,EVALUATED,0
401,PASSED,2015-04-23,2015-04-23,3176718735,EVALUATED,0
401,PASSED,2015-06-10,2015-06-01,3168208620,EVALUATED,777600000000000
401,PASSED,2015-08-26,2015-08-25,3174288624,EVALUATED,86400000000000
401,INCOMPLETE,2015-06-01,2015-06-01,3168208620,EVALUATED,0
185,PASSED,2015-01-15,2015-01-11,3176718735,EVALUATED,345600000000000
185,INCOMPLETE,2015-08-18,2015-08-17,3165188753,EVALUATED,86400000000000
185,PASSED,2015-07-17,2015-07-17,3168208620,EVALUATED,0
185,INCOMPLETE,2015-07-13,2015-07-13,3168208620,EVALUATED,0
185,PASSED,2015-07-19,2015-07-18,4576183932,EVALUATED,86400000000000
185,INCOMPLETE,2015-07-17,2015-07-17,3168208620,EVALUATED,0
185,PASSED,2015-08-27,2015-08-26,3165188753,EVALUATED,86400000000000
185,INCOMPLETE,2015-08-24,2015-08-24,3165188753,EVALUATED,0
396,INCOMPLETE,2015-05-21,2015-05-20,3176718735,EVALUATED,86400000000000
396,PASSED,2015-05-29,2015-05-26,3176718735,EVALUATED,259200000000000
104,PASSED,2015-07-28,2015-07-27,3168208620,EVALUATED,86400000000000
104,INCOMPLETE,2015-06-14,2015-06-14,3168208620,EVALUATED,0
104,PASSED,2015-06-01,2015-05-31,3176718735,EVALUATED,86400000000000
104,INCOMPLETE,2015-05-28,2015-05-28,3176718735,EVALUATED,0
353,PASSED,2015-04-23,2015-04-23,3176718735,EVALUATED,0
166,INCOMPLETE,2015-02-09,2015-01-26,3176718735,EVALUATED,1209600000000000
166,INCOMPLETE,2015-08-11,2015-08-10,3174288624,EVALUATED,86400000000000
166,INCOMPLETE,2015-05-24,2015-05-22,3165188753,EVALUATED,172800000000000
166,INCOMPLETE,2015-03-10,2015-02-24,3176718735,EVALUATED,1209600000000000
166,PASSED,2015-03-27,2015-03-24,3168208620,EVALUATED,259200000000000
166,PASSED,2015-08-13,2015-08-12,3174288624,EVALUATED,86400000000000
166,PASSED,2015-06-03,2015-06-01,3165188753,EVALUATED,172800000000000
166,PASSED,2015-03-26,2015-03-14,3176718735,EVALUATED,1036800000000000
72,PASSED,2014-12-03,2014-11-30,3168208620,EVALUATED,259200000000000
72,INCOMPLETE,2015-02-28,2015-02-21,3165188753,EVALUATED,604800000000000
72,PASSED,2015-04-03,2015-03-29,3165188753,EVALUATED,432000000000000
72,PASSED,2014-12-01,2014-11-22,3176718735,EVALUATED,777600000000000
162,INCOMPLETE,2015-07-23,2015-07-23,3168208620,EVALUATED,0
162,PASSED,2015-06-10,2015-06-10,3176718735,EVALUATED,0
162,PASSED,2015-07-31,2015-07-31,3168208620,EVALUATED,0
162,INCOMPLETE,2015-06-10,2015-06-09,3176718735,EVALUATED,86400000000000
181,INCOMPLETE,2015-01-23,2015-01-12,3176718735,EVALUATED,950400000000000
181,PASSED,2015-03-20,2015-03-10,3176718735,EVALUATED,864000000000000
525,PASSED,2015-08-23,2015-08-22,3174288624,EVALUATED,86400000000000
525,INCOMPLETE,2015-07-05,2015-07-05,3174288624,EVALUATED,0
525,PASSED,2015-04-07,2015-04-07,3165188753,EVALUATED,0
525,PASSED,2015-01-09,2014-12-29,3176718735,EVALUATED,950400000000000
525,INCOMPLETE,2015-07-16,2015-07-10,3174288624,EVALUATED,518400000000000
525,INCOMPLETE,2015-03-27,2015-03-20,3165188753,EVALUATED,604800000000000
525,PASSED,2015-02-07,2015-01-26,3168208620,EVALUATED,1036800000000000
525,INCOMPLETE,2015-04-05,2015-04-01,3165188753,EVALUATED,345600000000000
125,PASSED,2015-07-18,2015-07-16,3165188753,EVALUATED,172800000000000
125,PASSED,2015-07-18,2015-07-18,4576183932,EVALUATED,0
125,INCOMPLETE,2015-05-21,2015-05-20,3176718735,EVALUATED,86400000000000
125,INCOMPLETE,2015-03-17,2015-03-05,3176718735,EVALUATED,1036800000000000
125,PASSED,2015-08-08,2015-08-08,4110338963,EVALUATED,0
125,INCOMPLETE,2015-08-07,2015-08-01,4110338963,EVALUATED,518400000000000
125,INCOMPLETE,2015-07-15,2015-07-14,3165188753,EVALUATED,86400000000000
125,INCOMPLETE,2015-07-10,2015-07-07,3165188753,EVALUATED,259200000000000
125,INCOMPLETE,2015-07-16,2015-07-15,3165188753,EVALUATED,86400000000000
125,INCOMPLETE,2015-05-30,2015-05-29,3168208620,EVALUATED,86400000000000
125,PASSED,2015-05-21,2015-05-21,3176718735,EVALUATED,0
125,PASSED,2015-05-21,2015-05-20,3174288624,EVALUATED,86400000000000
125,PASSED,2015-07-19,2015-07-18,4582204201,EVALUATED,86400000000000
125,PASSED,2015-06-04,2015-05-30,3168208620,EVALUATED,432000000000000
125,INCOMPLETE,2015-05-21,2015-05-19,3174288624,EVALUATED,172800000000000
570,INCOMPLETE,2015-08-24,2015-08-22,3184238632,EVALUATED,172800000000000
570,PASSED,2015-07-20,2015-07-13,4576183932,EVALUATED,604800000000000
570,PASSED,2015-04-29,2015-04-28,3165188753,EVALUATED,86400000000000
570,PASSED,2015-02-16,2015-02-01,3176718735,EVALUATED,1296000000000000
570,INCOMPLETE,2015-06-28,2015-06-28,3174288624,EVALUATED,0
570,INCOMPLETE,2015-06-27,2015-06-27,3174288624,EVALUATED,0
570,INCOMPLETE,2015-04-17,2015-04-14,3165188753,EVALUATED,259200000000000
570,INCOMPLETE,2015-04-13,2015-04-12,3165188753,EVALUATED,86400000000000
570,PASSED,2015-08-24,2015-08-24,3184238632,EVALUATED,0
570,INCOMPLETE,2015-04-20,2015-04-19,3165188753,EVALUATED,86400000000000
570,PASSED,2015-03-15,2015-02-28,3168208620,EVALUATED,1296000000000000
570,PASSED,2015-07-13,2015-07-13,3174288624,EVALUATED,0
570,INCOMPLETE,2015-01-31,2015-01-17,3176718735,EVALUATED,1209600000000000
634,PASSED,2015-04-16,2015-04-16,3176718735,EVALUATED,0
634,PASSED,2015-04-13,2015-04-07,3168208620,EVALUATED,518400000000000
634,INCOMPLETE,2015-02-16,2015-02-01,3176718735,EVALUATED,1296000000000000
634,INCOMPLETE,2015-04-15,2015-04-15,3176718735,EVALUATED,0
634,INCOMPLETE,2015-04-13,2015-03-29,3176718735,EVALUATED,1296000000000000
634,UNGRADED,2015-03-31,2015-03-29,3176718735,EVALUATED,172800000000000
634,UNGRADED,2015-04-07,2015-03-29,3168208620,EVALUATED,777600000000000
21,INCOMPLETE,2015-07-28,2015-07-27,3176718735,EVALUATED,86400000000000
21,PASSED,2015-07-21,2015-07-21,4582204201,EVALUATED,0
21,INCOMPLETE,2015-08-05,2015-08-05,3176718735,EVALUATED,0
21,PASSED,2015-08-05,2015-08-05,3176718735,EVALUATED,0
21,PASSED,2015-07-18,2015-07-17,4576183932,EVALUATED,86400000000000
369,UNGRADED,2015-05-26,2015-05-26,3165188753,EVALUATED,0
369,INCOMPLETE,2015-08-19,2015-08-18,3174288624,EVALUATED,86400000000000
369,INCOMPLETE,2015-06-16,2015-06-16,3165188753,EVALUATED,0
369,INCOMPLETE,2015-06-03,2015-05-26,3165188753,EVALUATED,691200000000000
369,PASSED,2015-03-26,2015-03-09,3168208620,EVALUATED,1468800000000000
369,PASSED,2015-01-23,2015-01-12,3176718735,EVALUATED,950400000000000
369,PASSED,2015-06-29,2015-06-29,3165188753,EVALUATED,0
217,INCOMPLETE,2015-05-04,2015-05-04,3168208620,EVALUATED,0
217,PASSED,2015-01-23,2015-01-12,3176718735,EVALUATED,950400000000000
217,INCOMPLETE,2015-06-30,2015-06-30,3165188753,EVALUATED,0
217,PASSED,2015-05-06,2015-05-05,3168208620,EVALUATED,86400000000000
217,PASSED,2015-07-08,2015-07-07,3165188753,EVALUATED,86400000000000
56,INCOMPLETE,2015-03-09,2015-03-02,3176718735,EVALUATED,604800000000000
56,PASSED,2015-05-29,2015-05-29,3168208620,EVALUATED,0
56,PASSED,2015-04-15,2015-04-14,3176718735,EVALUATED,86400000000000
539,INCOMPLETE,2015-01-09,2014-12-28,3176718735,EVALUATED,1036800000000000
539,PASSED,2015-08-21,2015-08-20,3174288624,EVALUATED,86400000000000
539,PASSED,2015-04-13,2015-04-09,3168208620,EVALUATED,345600000000000
539,PASSED,2015-03-26,2015-03-21,3176718735,EVALUATED,432000000000000
539,INCOMPLETE,2015-08-18,2015-08-17,3174288624,EVALUATED,86400000000000
539,INCOMPLETE,2015-08-20,2015-08-19,3174288624,EVALUATED,86400000000000
539,INCOMPLETE,2015-02-06,2015-01-23,3176718735,EVALUATED,1209600000000000
539,INCOMPLETE,2015-05-25,2015-05-23,3165188753,EVALUATED,172800000000000
539,INCOMPLETE,2015-04-06,2015-03-28,3168208620,EVALUATED,777600000000000
539,INCOMPLETE,2015-03-20,2015-03-07,3176718735,EVALUATED,1123200000000000
539,INCOMPLETE,2015-03-06,2015-02-28,3176718735,EVALUATED,518400000000000
101,INCOMPLETE,2015-03-19,2015-03-08,3168208620,EVALUATED,950400000000000
101,PASSED,2015-04-13,2015-04-05,3168208620,EVALUATED,691200000000000
101,PASSED,2015-01-15,2015-01-03,3176718735,EVALUATED,1036800000000000
101,INCOMPLETE,2014-12-30,2014-12-16,3176718735,EVALUATED,1209600000000000
532,INCOMPLETE,2015-06-05,2015-06-05,3184238632,EVALUATED,0
532,INCOMPLETE,2015-04-27,2015-04-27,3165188753,EVALUATED,0
532,INCOMPLETE,2015-04-08,2015-04-08,3176718735,EVALUATED,0
532,INCOMPLETE,2015-03-30,2015-03-27,3168208620,EVALUATED,259200000000000
532,INCOMPLETE,2015-06-07,2015-06-06,3184238632,EVALUATED,86400000000000
532,PASSED,2015-05-21,2015-05-08,3174288624,EVALUATED,1123200000000000
532,INCOMPLETE,2015-04-07,2015-03-31,3176718735,EVALUATED,604800000000000
532,PASSED,2015-04-13,2015-04-09,3176718735,EVALUATED,345600000000000
532,INCOMPLETE,2015-06-05,2015-06-01,3184238632,EVALUATED,345600000000000
532,PASSED,2015-04-28,2015-04-28,3165188753,EVALUATED,0
532,INCOMPLETE,2015-02-26,2015-02-23,3176718735,EVALUATED,259200000000000
532,PASSED,2015-06-08,2015-06-07,3184238632,EVALUATED,86400000000000
532,INCOMPLETE,2015-04-24,2015-04-23,3165188753,EVALUATED,86400000000000
532,PASSED,2015-04-13,2015-04-08,3168208620,EVALUATED,432000000000000
532,INCOMPLETE,2015-04-06,2015-04-03,3168208620,EVALUATED,259200000000000
1081,INCOMPLETE,2015-08-27,2015-08-27,4576183932,EVALUATED,0
1081,INCOMPLETE,2015-08-27,2015-08-27,4576183932,EVALUATED,0
191,PASSED,2015-07-17,2015-07-17,3176718735,EVALUATED,0
191,INCOMPLETE,2015-01-23,2015-01-12,3176718735,EVALUATED,950400000000000
191,PASSED,2015-07-17,2015-07-16,3165188753,EVALUATED,86400000000000
191,INCOMPLETE,2015-04-09,2015-03-28,3168208620,EVALUATED,1036800000000000
191,INCOMPLETE,2015-07-16,2015-07-15,3176718735,EVALUATED,86400000000000
191,INCOMPLETE,2015-07-16,2015-07-13,3165188753,EVALUATED,259200000000000
191,PASSED,2015-07-15,2015-07-14,3168208620,EVALUATED,86400000000000
191,INCOMPLETE,2015-06-30,2015-06-29,3165188753,EVALUATED,86400000000000
77,INCOMPLETE,2015-06-29,2015-06-29,3165188753,EVALUATED,0
77,PASSED,2015-05-04,2015-05-02,3168208620,EVALUATED,172800000000000
77,INCOMPLETE,2015-03-13,2015-03-09,3176718735,EVALUATED,345600000000000
77,PASSED,2015-04-13,2015-04-10,3176718735,EVALUATED,259200000000000
77,INCOMPLETE,2015-04-09,2015-04-09,3176718735,EVALUATED,0
77,PASSED,2015-07-10,2015-07-10,3165188753,EVALUATED,0
444,INCOMPLETE,2015-07-26,2015-07-25,3176718735,EVALUATED,86400000000000
444,PASSED,2015-08-01,2015-07-31,3176718735,EVALUATED,86400000000000
444,INCOMPLETE,2015-07-27,2015-07-26,3176718735,EVALUATED,86400000000000
54,PASSED,2015-04-01,2015-03-23,3168208620,EVALUATED,777600000000000
54,PASSED,2015-02-11,2015-01-29,3176718735,EVALUATED,1123200000000000
38,INCOMPLETE,2015-05-21,2015-05-21,3165188753,EVALUATED,0
38,PASSED,2015-02-19,2015-02-11,3176718735,EVALUATED,691200000000000
38,PASSED,2015-08-12,2015-08-12,3174288624,EVALUATED,0
38,INCOMPLETE,2015-08-10,2015-08-10,3174288624,EVALUATED,0
38,PASSED,2015-04-02,2015-03-30,3168208620,EVALUATED,259200000000000
38,INCOMPLETE,2015-02-10,2015-01-29,3176718735,EVALUATED,1036800000000000
38,PASSED,2015-06-02,2015-05-27,3165188753,EVALUATED,518400000000000
119,INCOMPLETE,2015-06-01,2015-06-01,3176718735,EVALUATED,0
119,PASSED,2015-06-12,2015-06-12,3176718735,EVALUATED,0
119,INCOMPLETE,2015-06-08,2015-06-08,3176718735,EVALUATED,0
592,PASSED,2015-05-26,2015-05-25,3174288624,EVALUATED,86400000000000
592,INCOMPLETE,2015-04-29,2015-04-24,3165188753,EVALUATED,432000000000000
592,PASSED,2015-04-13,2015-04-07,3168208620,EVALUATED,518400000000000
592,INCOMPLETE,2015-03-06,2015-02-22,3176718735,EVALUATED,1036800000000000
592,INCOMPLETE,2015-03-17,2015-03-13,3168208620,EVALUATED,345600000000000
592,PASSED,2015-05-21,2015-05-09,3165188753,EVALUATED,1036800000000000
592,PASSED,2015-03-20,2015-03-18,3176718735,EVALUATED,172800000000000
592,INCOMPLETE,2015-05-08,2015-05-05,3165188753,EVALUATED,259200000000000
368,PASSED,2015-06-04,2015-06-03,3174288624,EVALUATED,86400000000000
368,INCOMPLETE,2015-06-02,2015-06-02,3174288624,EVALUATED,0
368,INCOMPLETE,2015-03-16,2015-03-01,3165188753,EVALUATED,1296000000000000
368,INCOMPLETE,2015-01-14,2015-01-02,3168208620,EVALUATED,1036800000000000
368,PASSED,2014-12-09,2014-12-09,3176718735,EVALUATED,0
368,INCOMPLETE,2015-04-09,2015-04-01,3165188753,EVALUATED,691200000000000
368,INCOMPLETE,2015-02-18,2015-02-05,3165188753,EVALUATED,1123200000000000
368,INCOMPLETE,2014-12-28,2014-12-14,3168208620,EVALUATED,1209600000000000
368,PASSED,2015-01-28,2015-01-14,3168208620,EVALUATED,1209600000000000
368,INCOMPLETE,2015-06-03,2015-06-03,3174288624,EVALUATED,0
368,PASSED,2015-04-15,2015-04-10,3165188753,EVALUATED,432000000000000
368,INCOMPLETE,2015-04-01,2015-03-18,3165188753,EVALUATED,1209600000000000
71,PASSED,2015-08-04,2015-08-03,3176718735,EVALUATED,86400000000000
71,PASSED,2015-07-21,2015-07-20,4576183932,EVALUATED,86400000000000
71,INCOMPLETE,2015-08-03,2015-08-02,3176718735,EVALUATED,86400000000000
805,INCOMPLETE,2015-08-18,2015-08-18,4576183932,EVALUATED,0
947,PASSED,2015-07-14,2015-07-10,4576183932,EVALUATED,345600000000000
528,PASSED,2015-05-04,2015-05-04,3176718735,EVALUATED,0
621,INCOMPLETE,2015-07-05,2015-07-05,3176718735,EVALUATED,0
621,PASSED,2015-07-06,2015-07-06,3176718735,EVALUATED,0
355,PASSED,2015-07-18,2015-07-18,4576183932,EVALUATED,0
355,PASSED,2015-07-25,2015-07-25,4582204201,EVALUATED,0
355,PASSED,2015-07-31,2015-07-29,3176718735,EVALUATED,172800000000000
236,PASSED,2015-07-06,2015-07-06,3176718735,EVALUATED,0
236,INCOMPLETE,2015-07-05,2015-07-05,3176718735,EVALUATED,0
551,PASSED,2015-08-11,2015-08-06,3165188753,EVALUATED,432000000000000
551,INCOMPLETE,2015-08-01,2015-07-31,3165188753,EVALUATED,86400000000000
551,PASSED,2015-04-23,2015-04-23,3176718735,EVALUATED,0
551,INCOMPLETE,2015-08-04,2015-08-04,3165188753,EVALUATED,0
338,PASSED,2015-07-06,2015-07-06,3176718735,EVALUATED,0
338,INCOMPLETE,2015-07-06,2015-07-06,3176718735,EVALUATED,0
302,INCOMPLETE,2015-06-29,2015-06-29,3165188753,EVALUATED,0
302,PASSED,2015-07-02,2015-07-01,3165188753,EVALUATED,86400000000000
302,INCOMPLETE,2015-06-16,2015-06-16,3165188753,EVALUATED,0
302,PASSED,2015-04-23,2015-04-23,3176718735,EVALUATED,0
127,INCOMPLETE,2015-06-01,2015-06-01,3176718735,EVALUATED,0
127,PASSED,2015-06-09,2015-06-05,3176718735,EVALUATED,345600000000000
127,INCOMPLETE,2015-05-29,2015-05-29,3176718735,EVALUATED,0
240,PASSED,2015-04-23,2015-04-23,3176718735,EVALUATED,0
240,PASSED,2015-08-01,2015-07-31,3174288624,EVALUATED,86400000000000
240,PASSED,2015-04-23,2015-04-23,3168208620,EVALUATED,0
240,PASSED,2015-04-23,2015-04-23,3165188753,EVALUATED,0
49,PASSED,2015-04-23,2015-04-23,3176718735,EVALUATED,0
1002,INCOMPLETE,2015-07-07,2015-07-07,3176718735,EVALUATED,0
339,INCOMPLETE,2015-04-13,2015-04-12,3168208620,EVALUATED,86400000000000
339,INCOMPLETE,2015-05-03,2015-05-02,3168208620,EVALUATED,86400000000000
339,PASSED,2015-01-22,2015-01-12,3176718735,EVALUATED,864000000000000
577,INCOMPLETE,2014-12-16,2014-12-02,3176718735,EVALUATED,1209600000000000
577,PASSED,2015-03-14,2015-03-04,3168208620,EVALUATED,864000000000000
577,PASSED,2015-01-08,2014-12-22,3176718735,EVALUATED,1468800000000000
640,PASSED,2015-02-05,2015-01-26,3176718735,EVALUATED,864000000000000
640,INCOMPLETE,2015-01-17,2015-01-15,3176718735,EVALUATED,172800000000000
25,INCOMPLETE,2015-01-13,2015-01-12,3176718735,EVALUATED,86400000000000
25,PASSED,2015-01-31,2015-01-30,3176718735,EVALUATED,86400000000000
25,UNGRADED,2015-01-30,2015-01-22,3176718735,EVALUATED,691200000000000
25,PASSED,2015-08-01,2015-08-01,3168208620,EVALUATED,0
25,INCOMPLETE,2015-07-29,2015-07-29,3168208620,EVALUATED,0
114,PASSED,2015-07-08,2015-07-07,3176718735,EVALUATED,86400000000000
114,INCOMPLETE,2015-07-07,2015-07-07,3176718735,EVALUATED,0
141,PASSED,2015-04-13,2015-04-01,3176718735,EVALUATED,1036800000000000
387,PASSED,2015-04-23,2015-04-23,3176718735,EVALUATED,0
387,PASSED,2015-04-23,2015-04-23,3165188753,EVALUATED,0
288,PASSED,2015-07-02,2015-07-02,3165188753,EVALUATED,0
288,PASSED,2015-04-29,2015-04-28,3174288624,EVALUATED,86400000000000
288,INCOMPLETE,2015-06-29,2015-06-29,3165188753,EVALUATED,0
288,DISTINCTION,2015-03-25,2015-03-10,3168208620,EVALUATED,1296000000000000
288,PASSED,2015-02-16,2015-02-02,3176718735,EVALUATED,1209600000000000
94,INCOMPLETE,2015-06-09,2015-06-05,3176718735,EVALUATED,345600000000000
94,PASSED,2015-06-11,2015-06-11,3176718735,EVALUATED,0
94,INCOMPLETE,2015-06-04,2015-06-04,3176718735,EVALUATED,0
524,INCOMPLETE,2015-08-03,2015-08-02,3176718735,EVALUATED,86400000000000
524,PASSED,2015-08-07,2015-08-07,3176718735,EVALUATED,0
595,INCOMPLETE,2015-07-09,2015-07-09,3174288624,EVALUATED,0
595,INCOMPLETE,2015-07-15,2015-07-15,3174288624,EVALUATED,0
595,PASSED,2015-04-25,2015-04-23,3165188753,EVALUATED,172800000000000
595,PASSED,2015-03-05,2015-02-19,3168208620,EVALUATED,1209600000000000
595,PASSED,2015-01-13,2015-01-04,3176718735,EVALUATED,777600000000000
595,PASSED,2015-07-24,2015-07-24,3174288624,EVALUATED,0
389,INCOMPLETE,2015-05-21,2015-05-16,3165188753,EVALUATED,432000000000000
389,INCOMPLETE,2015-08-05,2015-08-05,3174288624,EVALUATED,0
389,INCOMPLETE,2015-07-27,2015-07-26,3174288624,EVALUATED,86400000000000
389,INCOMPLETE,2015-05-04,2015-05-03,3165188753,EVALUATED,86400000000000
389,INCOMPLETE,2015-04-06,2015-04-02,3168208620,EVALUATED,345600000000000
389,INCOMPLETE,2015-01-16,2015-01-08,3176718735,EVALUATED,691200000000000
389,INCOMPLETE,2015-02-10,2015-01-27,3176718735,EVALUATED,1209600000000000
389,PASSED,2015-03-04,2015-02-17,3176718735,EVALUATED,1296000000000000
389,PASSED,2015-06-03,2015-05-27,3165188753,EVALUATED,604800000000000
389,INCOMPLETE,2015-03-20,2015-03-09,3168208620,EVALUATED,950400000000000
389,PASSED,2015-08-06,2015-08-05,3174288624,EVALUATED,86400000000000
