account_key,join_date,cancel_date,days_active,status
742,2015-08-14,2015-08-27,13,1
743,2014-12-09,2015-01-16,38,0
744,2014-11-14,2014-12-21,37,0
746,2015-02-05,2015-03-12,35,0
747,2014-12-07,2015-08-27,263,1
748,2015-06-08,2015-08-27,80,1
751,2015-08-11,2015-08-27,16,1
752,2014-11-10,2014-11-19,9,0
753,2015-03-05,2015-04-12,38,0
755,2014-11-10,2015-08-27,290,1
756,2014-11-12,2015-01-15,64,0
757,2015-01-11,2015-02-18,38,0
759,2014-12-08,2015-04-15,128,0
761,2015-01-11,2015-02-18,38,0
762,2015-06-08,2015-07-15,37,0
764,2015-07-17,2015-08-27,41,1
769,2015-04-03,2015-04-25,22,0
771,2014-12-09,2015-08-27,261,1
773,2015-07-17,2015-08-27,41,1
776,2014-12-08,2015-02-03,57,0
777,2015-06-08,2015-08-15,68,0
778,2014-12-07,2014-12-29,22,0
779,2015-05-10,2015-06-18,39,0
780,2015-01-11,2015-02-18,38,0
781,2015-04-02,2015-08-27,147,1
782,2015-07-17,2015-08-27,41,1
784,2015-08-17,2015-08-27,10,1
785,2015-01-12,2015-05-19,127,0
786,2015-04-02,2015-05-09,37,0
787,2014-11-16,2014-12-23,37,0
791,2015-01-08,2015-08-27,231,1
792,2015-02-09,2015-06-16,127,0
793,2015-02-10,2015-04-17,66,0
794,2015-08-13,2015-08-27,14,1
796,2015-04-07,2015-04-16,9,0
797,2015-04-24,2015-08-27,125,1
798,2015-07-19,2015-08-27,39,1
800,2014-11-12,2015-05-11,180,0
801,2014-12-08,2015-02-03,57,0
804,2015-06-09,2015-07-16,37,0
805,2015-08-11,2015-08-27,16,1
806,2015-07-15,2015-08-27,43,1
808,2014-12-08,2014-12-30,22,0
811,2015-05-06,2015-06-13,38,0
812,2015-07-09,2015-08-27,49,1
822,2014-11-17,2015-08-27,283,1
823,2015-02-10,2015-05-17,96,0
824,2015-01-09,2015-03-04,54,0
825,2015-05-06,2015-06-16,41,0
828,2015-03-09,2015-04-16,38,0
829,2014-11-14,2014-12-22,38,0
831,2014-12-03,2015-01-10,38,0
832,2015-07-16,2015-08-27,42,1
833,2015-02-09,2015-03-03,22,0
834,2015-08-13,2015-08-27,14,1
835,2014-12-03,2015-01-10,38,0
836,2014-12-09,2015-08-27,261,1
839,2014-11-13,2015-01-15,63,0
843,2015-06-02,2015-08-27,86,1
844,2015-04-07,2015-05-12,35,0
846,2015-05-12,2015-06-19,38,0
848,2015-03-06,2015-08-14,161,0
852,2015-05-12,2015-08-27,107,1
853,2015-04-06,2015-08-27,143,1
855,2014-11-14,2014-12-21,37,0
856,2015-07-18,2015-08-09,22,0
857,2015-02-06,2015-08-27,202,1
858,2015-05-12,2015-07-19,68,0
859,2014-11-15,2015-02-18,95,0
864,2014-11-10,2014-11-19,9,0
866,2014-12-07,2015-01-14,38,0
867,2014-12-09,2014-12-31,22,0
868,2014-11-16,2014-12-08,22,0
872,2015-03-06,2015-08-27,174,1
873,2015-01-08,2015-01-30,22,0
877,2015-05-13,2015-06-04,22,0
882,2014-11-10,2014-12-17,37,0
883,2015-07-19,2015-08-27,39,1
885,2015-07-16,2015-08-27,42,1
887,2015-06-08,2015-08-27,80,1
888,2015-06-09,2015-08-27,79,1
893,2015-08-18,2015-08-27,9,1
895,2014-11-11,2014-11-19,8,0
896,2014-12-08,2015-08-27,262,1
897,2015-06-08,2015-07-15,37,0
900,2015-01-10,2015-08-27,229,1
901,2015-07-17,2015-08-27,41,1
905,2015-01-08,2015-03-15,66,0
906,2014-11-17,2015-08-27,283,1
909,2014-12-05,2014-12-28,23,0
912,2015-06-06,2015-08-13,68,0
913,2014-11-10,2015-02-17,99,0
914,2015-04-02,2015-07-17,106,0
916,2015-02-08,2015-04-15,66,0
918,2015-04-06,2015-05-28,52,0
919,2014-11-10,2015-03-17,127,0
920,2015-04-12,2015-08-27,137,1
923,2014-11-16,2015-08-27,284,1
924,2015-08-11,2015-08-27,16,1
927,2015-05-06,2015-07-20,75,0
928,2015-05-11,2015-08-27,108,1
931,2015-08-11,2015-08-27,16,1
932,2014-12-09,2015-01-16,38,0
934,2015-01-11,2015-02-18,38,0
937,2015-05-06,2015-06-13,38,0
938,2014-11-14,2015-01-16,63,0
939,2015-04-24,2015-08-27,125,1
940,2015-07-17,2015-08-27,41,1
941,2015-03-10,2015-04-01,22,0
946,2015-08-11,2015-08-27,16,1
948,2015-05-06,2015-06-22,47,0
950,2015-07-19,2015-08-27,39,1
952,2015-02-11,2015-03-18,35,0
954,2014-11-10,2015-04-02,143,0
955,2015-05-11,2015-08-18,99,0
956,2015-06-08,2015-08-15,68,0
958,2015-03-04,2015-06-07,95,0
962,2014-12-04,2015-02-06,64,0
965,2015-01-10,2015-04-17,97,0
966,2015-01-07,2015-08-27,232,1
969,2014-11-14,2014-12-22,38,0
970,2015-05-08,2015-07-23,76,0
972,2014-11-15,2015-03-22,127,0
973,2015-07-13,2015-08-27,45,1
976,2014-12-04,2015-01-11,38,0
977,2015-05-12,2015-08-27,107,1
979,2015-07-17,2015-08-27,41,1
983,2014-11-16,2015-01-23,68,0
984,2015-02-05,2015-08-27,203,1
985,2015-03-11,2015-04-18,38,0
986,2015-08-15,2015-08-27,12,1
988,2015-05-13,2015-07-20,68,0
989,2015-01-12,2015-06-19,158,0
992,2015-07-17,2015-08-27,41,1
1000,2015-07-11,2015-08-27,47,1
1001,2015-07-09,2015-08-27,49,1
1002,2015-05-07,2015-08-27,112,1
1007,2015-05-12,2015-07-23,72,0
1009,2014-12-05,2015-02-12,69,0
1011,2014-11-11,2015-05-15,185,0
1013,2014-12-04,2015-04-11,128,0
1014,2015-07-18,2015-08-27,40,1
1015,2014-12-03,2015-02-03,62,0
1019,2014-11-11,2015-01-18,68,0
1022,2015-05-07,2015-08-27,112,1
1029,2015-05-12,2015-07-04,53,0
1030,2015-05-11,2015-07-18,68,0
1031,2015-06-09,2015-08-27,79,1
1032,2015-06-08,2015-08-27,80,1
1033,2015-02-06,2015-08-13,188,0
1035,2014-11-13,2015-02-09,88,0
1036,2015-06-09,2015-08-27,79,1
1038,2015-04-04,2015-04-26,22,0
1039,2015-07-19,2015-08-16,28,0
1040,2014-11-11,2015-06-19,220,0
1042,2015-02-06,2015-06-19,133,0
1048,2015-03-11,2015-08-27,169,1
1049,2015-02-10,2015-03-04,22,0
1050,2015-08-11,2015-08-27,16,1
1052,2015-05-12,2015-07-19,68,0
1053,2015-01-11,2015-03-18,66,0
1054,2015-04-07,2015-08-14,129,0
1055,2015-05-08,2015-07-15,68,0
1056,2015-08-12,2015-08-27,15,1
1058,2014-11-10,2015-08-27,290,1
1060,2015-01-11,2015-02-18,38,0
1062,2015-05-10,2015-06-17,38,0
1066,2015-03-10,2015-05-02,53,0
1070,2015-07-19,2015-08-27,39,1
1071,2014-11-10,2015-03-17,127,0
1072,2015-04-02,2015-08-27,147,1
1073,2015-01-07,2015-08-27,232,1
1074,2015-01-11,2015-04-18,97,0
1075,2015-06-09,2015-08-16,68,0
1077,2014-12-08,2015-01-30,53,0
1080,2015-07-17,2015-08-27,41,1
1081,2015-06-08,2015-08-27,80,1
1082,2015-03-06,2015-04-13,38,0
1087,2015-07-20,2015-08-27,38,1
1088,2015-04-03,2015-04-25,22,0
1089,2015-04-06,2015-05-13,37,0
1090,2014-11-11,2014-11-26,15,0
1094,2014-11-10,2014-12-17,37,0
1095,2014-12-09,2015-08-13,247,0
1096,2015-07-08,2015-08-27,50,1
1098,2014-11-10,2015-08-27,290,1
1099,2015-05-11,2015-07-18,68,0
1102,2015-01-08,2015-06-15,158,0
1103,2015-01-13,2015-07-20,188,0
1107,2014-11-11,2014-11-19,8,0
1110,2015-08-13,2015-08-27,14,1
1111,2014-11-11,2015-04-18,158,0
1113,2015-05-06,2015-08-27,113,1
1115,2015-04-08,2015-05-15,37,0
1117,2014-11-11,2015-01-15,65,0
1118,2014-11-12,2014-12-24,42,0
1119,2015-03-11,2015-08-16,158,0
1121,2014-11-11,2015-02-18,99,0
1123,2015-04-03,2015-05-10,37,0
1124,2014-12-09,2015-08-27,261,1
1128,2015-03-11,2015-06-18,99,0
1129,2015-02-11,2015-03-07,24,0
1130,2014-12-03,2015-01-25,53,0
1131,2015-07-16,2015-08-27,42,1
1136,2015-08-18,2015-08-27,9,1
1139,2014-11-11,2015-02-18,99,0
1140,2015-01-10,2015-02-17,38,0
1142,2014-11-10,2015-07-17,249,0
1143,2015-08-11,2015-08-27,16,1
1144,2015-08-18,2015-08-27,9,1
1146,2014-11-16,2014-12-23,37,0
1147,2015-07-19,2015-08-27,39,1
1149,2015-04-01,2015-08-27,148,1
1150,2015-07-16,2015-08-27,42,1
1151,2015-05-11,2015-08-27,108,1
1152,2014-12-05,2015-07-22,229,0
1153,2015-02-06,2015-03-13,35,0
1154,2015-04-05,2015-08-27,144,1
1160,2014-12-05,2015-01-12,38,0
1161,2014-11-13,2014-12-20,37,0
1163,2015-05-06,2015-06-13,38,0
1167,2014-12-03,2015-01-10,38,0
1170,2015-04-05,2015-07-12,98,0
1173,2015-05-08,2015-08-27,111,1
1174,2014-11-10,2015-02-17,99,0
1175,2015-04-02,2015-06-09,68,0
1176,2015-08-12,2015-08-27,15,1
1177,2015-03-06,2015-08-27,174,1
1178,2015-07-16,2015-08-07,22,0
1181,2014-12-05,2015-08-27,265,1
1182,2015-05-11,2015-08-27,108,1
1183,2015-05-11,2015-08-08,89,0
1185,2015-05-13,2015-08-27,106,1
1188,2015-02-10,2015-03-17,35,0
1189,2015-04-07,2015-05-14,37,0
1194,2015-03-11,2015-07-08,119,0
1198,2015-02-11,2015-04-11,59,0
1199,2014-12-08,2015-01-15,38,0
1200,2015-03-04,2015-04-11,38,0
1201,2014-12-07,2015-01-14,38,0
1202,2015-05-07,2015-06-14,38,0
1204,2014-11-10,2014-12-17,37,0
1205,2015-07-17,2015-08-05,19,0
1206,2015-06-03,2015-08-27,85,1
1207,2015-02-06,2015-02-28,22,0
1208,2015-02-05,2015-03-13,36,0
1209,2015-07-09,2015-08-27,49,1
1210,2015-02-07,2015-03-14,35,0
1211,2014-11-14,2015-08-27,286,1
1212,2015-01-10,2015-07-27,198,0
1214,2014-11-10,2015-01-15,66,0
1215,2015-05-11,2015-07-18,68,0
1216,2015-07-16,2015-08-27,42,1
1217,2015-06-06,2015-08-27,82,1
1220,2014-11-10,2014-12-17,37,0
1224,2015-07-20,2015-08-27,38,1
1226,2015-02-05,2015-05-12,96,0
1227,2015-06-09,2015-08-27,79,1
1228,2015-08-19,2015-08-27,8,1
1231,2015-07-09,2015-08-27,49,1
1235,2015-08-12,2015-08-27,15,1
1236,2014-12-05,2015-02-03,60,0
1242,2015-01-12,2015-08-27,227,1
1243,2014-11-10,2014-11-18,8,0
1244,2014-11-10,2015-08-27,290,1
1247,2015-03-05,2015-04-12,38,0
1248,2015-04-06,2015-05-13,37,0
1249,2015-05-11,2015-07-18,68,0
1250,2015-05-11,2015-08-27,108,1
1251,2014-12-05,2015-08-27,265,1
1253,2014-11-10,2015-01-20,71,0
1254,2015-01-10,2015-03-17,66,0
1257,2015-07-09,2015-08-27,49,1
1259,2015-01-13,2015-08-27,226,1
1260,2015-03-11,2015-05-18,68,0
1262,2015-06-09,2015-08-27,79,1
1263,2015-08-16,2015-08-27,11,1
1264,2015-04-02,2015-06-09,68,0
1265,2015-04-08,2015-08-27,141,1
1266,2015-06-07,2015-06-16,9,0
1267,2015-04-02,2015-08-27,147,1
1268,2015-04-06,2015-05-28,52,0
1274,2015-07-08,2015-08-27,50,1
1276,2015-03-10,2015-08-27,170,1
1277,2014-11-14,2015-01-22,69,0
1278,2015-07-17,2015-08-27,41,1
1282,2015-05-10,2015-08-27,109,1
1285,2015-04-07,2015-05-14,37,0
1287,2015-01-13,2015-05-20,127,0
1289,2014-12-04,2015-02-03,61,0
1290,2015-06-02,2015-08-27,86,1
1292,2015-01-07,2015-05-14,127,0
1294,2015-03-10,2015-04-09,30,0
1295,2014-12-09,2015-07-22,225,0
1296,2015-04-06,2015-04-15,9,0
1297,2015-02-05,2015-03-09,32,0
1298,2015-08-11,2015-08-27,16,1
1299,2015-02-05,2015-08-27,203,1
1302,2015-07-18,2015-08-27,40,1
1303,2014-11-14,2015-04-21,158,0
1305,2015-05-12,2015-06-19,38,0
