,device_id,device_brand,device_model,gender,age,group
3436,1289101433025172253,meizu,MX2,F,22,F15-24
3437,-4046477206280925090,huawei,Mate 7,F,50,F45+
3438,-1758432650512924626,samsung,Galaxy Note 2,M,27,M25-34
3439,1179015516370984295,samsung,Galaxy S3,F,20,F15-24
3440,6236287740660158884,oppo,R819T,F,21,F15-24
3441,-1259047973141484647,huawei,P8 Lite,M,34,M25-34
3442,2696778284798479916,samsung,Galaxy Note 4,M,27,M25-34
3443,-2637755580183018615,lshi,超级手机1 Pro,M,33,M25-34
3444,-7190171029834717955,vivo,X3L,F,21,F15-24
3445,-3136201807777898290,samsung,Galaxy S6,M,30,M25-34
3446,5206276575032234067,xiaomi,红米Note2,M,16,M15-24
3447,3797503432715950491,huawei,荣耀X2,M,27,M25-34
3448,2218142353010370902,samsung,Galaxy A5,M,27,M25-34
3449,8158588332639541006,hammer,坚果手机,M,27,M25-34
3450,-7075324562375538636,oppo,R7,M,25,M25-34
3451,-4262301605466035534,htc,One M8,M,23,M15-24
3452,8117042279863734030,xiaomi,小米4C,F,27,F25-34
3453,3017831859434599354,huawei,荣耀3X畅玩版,M,45,M45+
3454,-6220625090018811136,xiaomi,MI 2S,M,25,M25-34
3455,7431775261869625722,xiaomi,MI 3,M,28,M25-34
3456,7515904699314208843,oppo,R7,F,40,F35-44
3457,-8821959076547141557,xiaomi,红米note,M,40,M35-44
3458,254577112992377289,samsung,Galaxy S2,F,34,F25-34
3459,198979726799655244,huawei,Ascend P6,M,31,M25-34
3460,-2130908933127072772,htc,Desire 816,M,25,M25-34
3461,6915695667997604914,huawei,麦芒4,M,32,M25-34
3462,3125890320419280346,huawei,荣耀畅玩5X,M,32,M25-34
3463,7757211930282540157,lenovo,A770e,M,20,M15-24
3464,-1011114579425797433,samsung,S7898,M,20,M15-24
3465,5204880891230064754,lenovo,K80,F,30,F25-34
3466,8003786644318017993,vivo,Y23L,M,30,M25-34
3467,3222693179237967272,xiaomi,note顶配版,M,20,M15-24
3468,-4369186540654485767,cool,7269,M,18,M15-24
3469,312849535543438384,vivo,Y11,M,21,M15-24
3470,-1765321983085217413,meizu,魅蓝NOTE,M,23,M15-24
3471,-5888036992431711571,samsung,Galaxy Core 4G,M,24,M15-24
3472,-5964147028933966402,huawei,Mate 7,M,41,M35-44
3473,8972422827828358117,samsung,Galaxy Grand 2,F,47,F45+
3474,4165341078326298306,samsung,Galaxy Note 3,M,29,M25-34
3475,1371315765904097441,yuxin,红辣椒,F,42,F35-44
3476,-5767304564679115024,huawei,荣耀3C畅玩版,M,29,M25-34
3477,5490221970275288349,xiaomi,红米Note2,M,22,M15-24
3478,5951420217379633347,xiaomi,红米2,M,30,M25-34
3479,-5842819575271997631,meizu,MX5,M,27,M25-34
3480,8880572735678374642,oppo,N1 Mini,M,39,M35-44
3481,-4692077156956591429,xiaomi,红米2,M,27,M25-34
3482,47577110070012520,huawei,荣耀畅玩5X,M,31,M25-34
3483,-8972452627076896267,samsung,Galaxy Trend DUOS,F,29,F25-34
3484,4763418981099773883,huawei,荣耀7i,M,32,M25-34
3485,-2502390833401616237,xiaomi,note顶配版,M,31,M25-34
3486,8580697284907981259,samsung,Galaxy Note 5,M,24,M15-24
3487,-113972666742138895,huawei,P8 Lite,M,28,M25-34
3488,3706738128982315217,meizu,魅蓝metal,F,25,F25-34
3489,-873960335505328428,meizu,魅蓝NOTE,M,26,M25-34
3490,3828209440769579613,lenovo,VIBE P1,M,32,M25-34
3491,-4594606154573415306,samsung,Galaxy Note 3,M,46,M45+
3492,-2720300222782252072,samsung,Galaxy Note 3,M,29,M25-34
3493,-4928949026259802260,xiaomi,小米note,M,42,M35-44
3494,2283332629094808265,samsung,Galaxy Note 8.0,F,32,F25-34
3495,-4222946109017206294,xiaomi,红米2A,M,26,M25-34
3496,-5044637888253803814,cool,ivvi K1 mini,M,29,M25-34
3497,6073339491972851972,xiaomi,红米Note2,M,37,M35-44
3498,-2029912812927738628,vivo,X5Pro,M,30,M25-34
3499,-5624283763612779011,xiaomi,MI 3,M,16,M15-24
3500,-6846761172971449502,xiaomi,红米note,M,49,M45+
3501,8451416441730788081,huawei,C8815,M,33,M25-34
3502,-2586727902762388375,cool,9190l,F,62,F45+
3503,8033820929434368321,vivo,Xplay3S,F,32,F25-34
3504,-5144695761750492726,xiaomi,红米1S,M,31,M25-34
3505,4691462559866966327,meizu,MX4,M,22,M15-24
3506,4934545385018366700,酷比,H3,M,27,M25-34
3507,-5971943415297765923,huawei,B199,M,40,M35-44
3508,-3505973497115321904,vivo,Y33,M,28,M25-34
3509,2919672353511003088,lenovo,S810t,M,35,M35-44
3510,5163639922231583800,huawei,荣耀6 Plus,M,41,M35-44
3511,-4959952854848678915,cool,大神F1,M,45,M45+
3512,5209134321194753306,xiaomi,小米note,F,26,F25-34
3513,1227310179220497557,huawei,麦芒4,M,25,M25-34
3514,440367285098243737,huawei,荣耀6,M,32,M25-34
3515,-3468506463187426157,huawei,荣耀7,M,28,M25-34
3516,-1082876642533240738,samsung,Galaxy S4,M,37,M35-44
3517,-1292973870936528812,vivo,X5Max+,F,36,F35-44
3518,3412606182895842847,lshi,超级手机1s,M,22,M15-24
3519,4665036408475127056,xiaomi,MI 3,F,30,F25-34
3520,6479053253790020806,lenovo,乐檬K3,F,43,F35-44
3521,4373929861986563005,samsung,Galaxy S4,M,27,M25-34
3522,253870937326413988,oppo,R819T,F,21,F15-24
3523,8839944298971642336,xiaomi,MI 2S,M,22,M15-24
3524,4823627638156722194,oppo,R7,M,22,M15-24
3525,6287675089946147644,lshi,超级手机1,M,25,M25-34
3526,-3433572080562827750,lshi,超级手机1s,M,28,M25-34
3527,2425556161376750882,oppo,A31,M,27,M25-34
3528,-8673013124691186546,lenovo,A656,M,25,M25-34
3529,-3305733440627769341,奇酷,旗舰版,M,57,M45+
3530,-5656200008905255560,youmi,3,F,41,F35-44
3531,-4002249085005782338,samsung,Galaxy Win,M,33,M25-34
3532,-6257397078801679077,xiaomi,MI 1S,F,20,F15-24
3533,9039612692036053256,xiaomi,MI 2S,M,30,M25-34
3534,-3344111093752454899,huawei,荣耀3C,F,23,F15-24
3535,2470551803018984282,samsung,Galaxy A8,M,30,M25-34
3536,9182502016579718987,oppo,R7s,F,33,F25-34
3537,3571144131058307071,samsung,Galaxy S4,M,31,M25-34
3538,-5752519561635018635,lshi,超级手机1s,M,25,M25-34
3539,-4792524214591823924,xiaomi,小米4C,M,33,M25-34
3540,4975208514695701712,xiaomi,红米note,F,22,F15-24
3541,8950459362330235655,samsung,Galaxy Note 2,M,27,M25-34
3542,-3188977422091571955,samsung,Galaxy S4,M,26,M25-34
3543,-8845905002498864681,koobee,TALK 9X,F,54,F45+
3544,-6311460329892875205,meizu,魅蓝NOTE,M,30,M25-34
3545,2821873835161128894,huawei,荣耀畅玩4X,M,29,M25-34
3546,-4760705712670710047,cool,5216D,M,25,M25-34
3547,4845331142860238831,samsung,Galaxy S6 Edge+,F,31,F25-34
3548,-4727712861176619732,huawei,Ascend G7,M,21,M15-24
3549,5273764744239966744,xiaomi,红米2,M,37,M35-44
3550,-526394668992292163,zte corporation,V5 Max,M,34,M25-34
3551,-3073003717709489979,lg,Nexus 4,M,24,M15-24
3552,-4058954943088823450,xiaomi,红米note,M,19,M15-24
3553,2543942083212429347,vivo,Y27,M,24,M15-24
3554,-6362599539391249453,xiaomi,红米1S,F,30,F25-34
3555,-7775581224012304233,lenovo,S890,M,27,M25-34
3556,8424905782436640727,huawei,Mate 7,M,21,M15-24
3557,85082086271367062,samsung,Galaxy Note 3,F,19,F15-24
3558,9126517277056392130,meizu,MX3,F,28,F25-34
3559,-6978865075393372868,samsung,Galaxy Note 2,F,43,F35-44
3560,-899924283599438791,xiaomi,红米2A,M,22,M15-24
3561,7993397951484832537,xiaomi,红米note,F,46,F45+
3562,-3980829182707261176,huawei,Ascend P7,M,31,M25-34
3563,-3264888865440786911,meizu,MX4 Pro,F,45,F45+
3564,893042504825210816,samsung,Galaxy Ace 2,M,39,M35-44
3565,7204056195159500055,xiaomi,红米note,M,43,M35-44
3566,-6344944079343211274,huawei,荣耀3C,M,20,M15-24
3567,-9074342826934852586,索尼,Xperia TX,F,27,F25-34
3568,701537120755386094,oppo,A31,F,27,F25-34
3569,6344382307093777687,gionee,F301,M,36,M35-44
3570,-876616666260038168,xiaomi,红米note,M,30,M25-34
3571,3853037293627296385,lshi,超级手机1s,M,47,M45+
3572,4631561348129967297,huawei,荣耀3X,M,35,M35-44
3573,8646364459212383346,xiaomi,MI 4,F,21,F15-24
3574,-6147609602263826744,vivo,X5Pro,M,23,M15-24
3575,-8436348946028662558,huawei,荣耀6 Plus,M,29,M25-34
3576,-8291031721825406504,huawei,荣耀6 plus,F,23,F15-24
3577,-8660734983386592545,huawei,荣耀3X畅玩版,F,31,F25-34
3578,-6563868879345982426,huawei,X1 7.0,M,53,M45+
3579,-6272793736124418974,oppo,R7s,M,22,M15-24
3580,-8985585388692966243,vivo,S7I,F,52,F45+
3581,-5579784153276389305,htc,Desire 610t,F,29,F25-34
3582,-2189376759877484980,xiaomi,MI 2S,F,19,F15-24
3583,3176732475126402530,xiaomi,红米2,M,32,M25-34
3584,-4660000179102455499,samsung,Galaxy S2,M,63,M45+
3585,-5337389717620844678,meizu,魅蓝2,M,26,M25-34
3586,2118764079281562998,vivo,X5Pro,M,41,M35-44
3587,6052910239061883453,cool,7620l,F,45,F45+
3588,6469357630687215770,gionee,S5.5L,F,24,F15-24
3589,-7507425995148243381,xiaomi,MI 1S,M,29,M25-34
3590,-5370211569160027718,meizu,魅蓝Note 2,M,25,M25-34
3591,-6462717301345186552,meizu,魅蓝NOTE,M,22,M15-24
3592,-7076558874173261996,yuxin,红辣椒,M,35,M35-44
3593,2511298857415229329,xiaomi,红米note,M,34,M25-34
3594,-3784826407260357439,ccmc,N1,M,26,M25-34
3595,8756504182253190029,nubia,Z5S,F,30,F25-34
3596,-2348488876643495191,ccmc,M811,M,26,M25-34
3597,-9129479430494538199,samsung,Galaxy S6 Edge+,M,25,M25-34
3598,-8347511878076176189,vivo,Xplay,M,41,M35-44
3599,7861733925545628096,samsung,Galaxy E7,M,23,M15-24
3600,583769045950393614,oppo,R7 Plus,F,22,F15-24
3601,1227781955465218794,huawei,荣耀6,M,27,M25-34
3602,-2998955715756104964,samsung,Galaxy S4,M,24,M15-24
3603,8843336526793342714,xiaomi,红米2,F,33,F25-34
3604,5571289007225295013,xiaomi,红米note,M,65,M45+
3605,-2083643095275849667,huawei,Y500,F,17,F15-24
3606,-4994726086005438212,meizu,魅蓝NOTE,F,27,F25-34
3607,-7435261658796005509,oppo,R7s,F,31,F25-34
3608,7673301695421092182,gionee,ELIFE E3T,F,30,F25-34
3609,2544031257105239032,samsung,Galaxy S5,M,26,M25-34
3610,-4835206158236386651,meizu,魅蓝2,F,24,F15-24
3611,5859616889407241952,xiaomi,红米2A,M,23,M15-24
3612,-454550259352111352,xiaomi,MI 4,F,22,F15-24
3613,-2228731058180049724,lshi,超级手机1s,M,21,M15-24
3614,6508124089483338368,samsung,Galaxy S6 Edge,M,22,M15-24
3615,5004258825005012217,ccmc,A1,M,22,M15-24
3616,-2823711985453230963,vivo,X3T,M,52,M45+
3617,-6189420851947177672,oppo,R3,M,38,M35-44
3618,2407358055337822629,samsung,Galaxy Core Max,M,27,M25-34
3619,-6085852547692792643,huawei,荣耀7,M,34,M25-34
3620,-4620476597845999344,xiaomi,红米note,M,19,M15-24
3621,1463228933310029716,huawei,荣耀畅玩5,M,22,M15-24
3622,-7414880592248975637,奇酷,旗舰版,M,46,M45+
3623,-6486752645445405891,lg,Nexus 5,M,29,M25-34
3624,4229575072603891740,lg,P880,M,43,M35-44
3625,-369876354309829924,xiaomi,红米Note2,F,40,F35-44
3626,-6688859407990879456,samsung,Galaxy Note 3,M,39,M35-44
3627,1621092647192271730,xiaomi,MI 4,M,25,M25-34
3628,-7404250618174187686,lenovo,S868t,F,43,F35-44
3629,7832815374031750968,vivo,X5Pro,M,27,M25-34
3630,6134958356307545024,samsung,Galaxy Note 3,F,51,F45+
3631,-1013591676718998989,gionee,GN152,F,27,F25-34
3632,6158659056180659698,samsung,Galaxy Note 3,M,21,M15-24
3633,-8087245373328555389,samsung,Galaxy Grand Neo Plus,M,17,M15-24
3634,4846958559241412996,lshi,超级手机1,M,27,M25-34
3635,-8067208487769129531,meizu,魅蓝Note 2,F,20,F15-24
3636,-8408135339812859674,huawei,荣耀畅玩4X,M,25,M25-34
3637,6483636066528667190,huawei,荣耀6,F,42,F35-44
3638,-7430750098045525663,vivo,X5Pro,M,20,M15-24
3639,-1221762418928400111,oppo,U701,M,27,M25-34
3640,-812686960192422657,samsung,Galaxy Note 3,M,27,M25-34
3641,560855342520736948,vivo,Y23L,M,43,M35-44
3642,6172480260081823468,huawei,荣耀6 Plus,M,24,M15-24
3643,5296722265071482166,vivo,X5Max+,M,39,M35-44
3644,3240227150535417233,meizu,MX3,M,28,M25-34
3645,-6309968625531131034,xiaomi,红米note,M,35,M35-44
3646,1562842881206802980,samsung,Galaxy Trend DUOS,M,30,M25-34
3647,7378978842691899633,samsung,Galaxy S4,M,31,M25-34
3648,8075438946297571407,xiaomi,红米note增强版,M,38,M35-44
3649,-511190421518373100,meizu,魅蓝,M,28,M25-34
3650,-3869668617059831333,cool,9190l,M,26,M25-34
3651,-7093500438611537844,oppo,3007,M,47,M45+
3652,945878722209897471,meizu,PRO5,M,46,M45+
3653,5405030236003773840,vivo,Xplay3S,M,23,M15-24
3654,-9149740225259045698,cool,大神F2,M,20,M15-24
3655,-8164824875602621076,cool,F2,M,45,M45+
3656,8050601856943746221,xiaomi,红米note,M,30,M25-34
3657,-7458893613335673426,huawei,荣耀畅玩4C,M,23,M15-24
3658,1084250231145295235,huawei,Mate 7,F,50,F45+
3659,1450501787360429037,huawei,麦芒4,F,32,F25-34
3660,-245362029659922462,vivo,X5Pro,F,22,F15-24
3661,2423558323997935698,huawei,Ascend P8,F,47,F45+
3662,-2302972213534197099,xiaomi,小米note,M,18,M15-24
3663,7824139408618949541,cool,ivvi 小i,F,22,F15-24
3664,6759819142886033796,huawei,Mate S,M,26,M25-34
3665,-8491660053665038853,mengmi,P6,M,33,M25-34
3666,2424176861260524305,oppo,A51,M,26,M25-34
3667,637726122459520138,samsung,Galaxy Note 3,M,29,M25-34
3668,-4511782420046881713,huawei,荣耀3X畅玩版,M,25,M25-34
3669,-5670181865761518889,huawei,荣耀3C畅玩版,F,37,F35-44
3670,-6422244206339041054,samsung,S7568,F,44,F35-44
3671,7821084716976402810,oppo,Find 7,F,42,F35-44
3672,-2979766953545852666,xiaomi,红米Note2,M,30,M25-34
3673,-8802581688742308876,至尊宝,LT988,M,29,M25-34
3674,-5804103726960013253,samsung,Galaxy Note 2,M,30,M25-34
3675,-1859773556978543896,oppo,R7,F,29,F25-34
3676,-932394817328282414,xiaomi,MI 4,F,29,F25-34
3677,-5504451865270397775,xiaomi,MI 4,M,46,M45+
3678,-8680901969738449346,oppo,R7s,F,27,F25-34
3679,-7050252315622839681,samsung,Galaxy Tab 4 T331C,M,22,M15-24
3680,6108768442764151972,huawei,荣耀7i,F,61,F45+
3681,1017335025760295906,meizu,魅蓝Note 2,M,40,M35-44
3682,-6748663972836401592,huawei,荣耀畅玩4X,F,22,F15-24
3683,6574957150945553275,xiaomi,红米note增强版,F,34,F25-34
3684,7491619137388802604,oppo,R2017,M,42,M35-44
3685,2844202609706802006,oppo,1105,M,26,M25-34
3686,3696823127203712376,lenovo,VIBE X2,M,34,M25-34
3687,-1760506126391029471,lenovo,A2800d,F,30,F25-34
3688,3451278143163237248,gionee,F103,M,70,M45+
3689,5938566688617093076,oppo,R7s,M,31,M25-34
3690,614852677687035165,meizu,魅蓝2,F,29,F25-34
3691,4372025318966628884,huawei,荣耀畅玩4C,F,34,F25-34
3692,5310828562933239608,huawei,荣耀7,M,38,M35-44
3693,-2914087977064027392,samsung,Galaxy S4,M,35,M35-44
3694,-5519351515684430671,huawei,荣耀6 Plus,F,44,F35-44
3695,-5079654337327320124,htc,Desire 816,M,23,M15-24
3696,503984580061242890,xiaomi,MI 3,M,23,M15-24
3697,-5908816572333989004,meizu,MX4,M,28,M25-34
3698,-3851881275615288245,cool,8715,M,23,M15-24
3699,1339015911509000518,samsung,Galaxy Grand 2,M,24,M15-24
3700,-4974932839331848044,huawei,荣耀6 Plus,M,39,M35-44
3701,3331576056012096316,huawei,荣耀畅玩4X,M,37,M35-44
3702,6819063412080912177,huawei,Ascend P8,M,29,M25-34
3703,-814367717732503467,xiaomi,红米Note3,M,27,M25-34
3704,-7705352857573581998,xiaomi,MI 2,M,27,M25-34
3705,3232523280419019191,xiaomi,红米note,F,22,F15-24
3706,1799741749983259376,lenovo,S658t,F,45,F45+
3707,-8902103523773674073,xiaomi,红米note,F,22,F15-24
3708,7809954251234405474,oppo,R7,F,29,F25-34
3709,1688813679204722753,vivo,Y33,M,17,M15-24
3710,8540509750058048388,vivo,X5Max+,F,33,F25-34
3711,13745957478166194,xiaomi,红米2,M,23,M15-24
3712,-4992497998937092832,oppo,R830,M,22,M15-24
3713,415255282275943305,xiaomi,红米Note3,M,38,M35-44
3714,1900780224159200302,xiaomi,MI 3,M,27,M25-34
3715,-4054730253140298316,meizu,MX4,F,27,F25-34
3716,-1972842574985873718,huawei,荣耀6,M,22,M15-24
3717,-4726461505718142213,huawei,荣耀3X畅玩版,M,62,M45+
3718,4026741826490090766,huawei,G610S,F,47,F45+
3719,3915482673852408456,samsung,Galaxy Mega Plus,F,25,F25-34
3720,2723008296777697546,cool,锋尚Pro,F,38,F35-44
3721,-4590430272962707071,oppo,R7s,M,22,M15-24
3722,-8878326634183210500,xiaomi,MI 4,M,21,M15-24
3723,1422492274088879033,meizu,魅蓝Note 2,M,27,M25-34
3724,5962055601568668281,samsung,Galaxy Style DUOS,F,31,F25-34
3725,-2352688109967460978,meizu,MX4,M,27,M25-34
3726,-5709563825741215641,xiaomi,红米note,M,23,M15-24
3727,-3666312802323766937,samsung,Galaxy Note 2,F,36,F35-44
3728,-4424097818530909523,xiaomi,红米note,F,33,F25-34
3729,8717415420760318290,xiaomi,红米2A,M,29,M25-34
3730,8789210184526032986,xiaomi,红米1S,M,26,M25-34
3731,8286104822708110629,cool,F2,F,32,F25-34
3732,-7940336567350739871,huawei,Mate 7,F,20,F15-24
3733,4886719510653415616,samsung,Galaxy Win,F,46,F45+
3734,5859516060947053485,samsung,W2014,M,21,M15-24
3735,3956799010084607147,xiaomi,红米note,M,24,M15-24
3736,-8866906984927956429,huawei,麦芒3,M,26,M25-34
3737,8555610543968995045,meizu,魅蓝metal,M,21,M15-24
3738,7516589633724177865,xiaomi,红米Note3,M,25,M25-34
3739,-6579762623253401801,samsung,Galaxy S5,M,34,M25-34
3740,5822289276285983398,huawei,荣耀3X畅玩版,F,28,F25-34
3741,8975547711407443166,xiaomi,红米Note3,M,31,M25-34
3742,1380981942587875837,meizu,MX4 Pro,M,32,M25-34
3743,8636063981298586548,gionee,F301,M,18,M15-24
3744,-1857024458835737107,meizu,魅蓝2,M,37,M35-44
3745,2803296610856185013,huawei,G610S,M,23,M15-24
3746,-2844416249063545133,huawei,荣耀3X畅玩版,M,27,M25-34
3747,4438762813820919907,huawei,Mate 7,F,32,F25-34
3748,-6305010939159357439,xiaomi,红米2A,M,35,M35-44
3749,1656601777387004281,gionee,F303,F,18,F15-24
3750,-3867384582283345358,vivo,Y927,F,19,F15-24
3751,-8478417775657613518,oppo,U707T,F,24,F15-24
3752,-6170466658587156017,samsung,Galaxy S3,F,33,F25-34
3753,8755456373643226453,hammer,坚果手机,M,27,M25-34
3754,2477822440409229393,vivo,X5M,M,19,M15-24
3755,6713061298331205025,huawei,荣耀7,M,42,M35-44
3756,-7801578117015787033,oppo,A11,M,27,M25-34
3757,7360134647261664393,xiaomi,小米note,M,29,M25-34
3758,-1983730819174024742,samsung,Galaxy Grand Neo Plus,F,33,F25-34
3759,4328295921908526008,vivo,Y33,M,23,M15-24
3760,-5805503586319629170,lg,G2,F,20,F15-24
3761,2241466935871976690,cool,5892,M,44,M35-44
3762,7309012840125626099,vivo,Y13L,M,38,M35-44
3763,-2025398450464681486,oppo,R7 Plus,M,51,M45+
3764,-1772162970286310697,samsung,Galaxy Note 4,M,20,M15-24
3765,-790177876332593844,xiaomi,红米note增强版,M,34,M25-34
3766,-1368103942237664575,xiaomi,红米note,M,28,M25-34
3767,-8858871830144947496,xiaomi,MI 4,M,22,M15-24
3768,4843387922967761419,oppo,R1,M,28,M25-34
3769,8148254374494805375,samsung,Galaxy Note 3,M,30,M25-34
3770,5277640926065722389,oppo,R1C,F,19,F15-24
3771,-5348582254641401904,xiaomi,MI 4,F,22,F15-24
3772,-7101223202946280090,oppo,R3,F,26,F25-34
3773,-8240852966411626650,samsung,Galaxy Grand Prime,M,32,M25-34
3774,-2337781617074864048,cool,大神F1Plus,M,45,M45+
3775,1986260815799357347,samsung,Galaxy A5,M,42,M35-44
3776,-8990033893796076395,huawei,P8 Lite,M,35,M35-44
3777,-3870078108521735277,xiaomi,红米2A,M,21,M15-24
3778,3703020860476053854,meizu,MX3,M,26,M25-34
3779,7365854562463174672,xiaomi,MI 3,M,22,M15-24
3780,8161118066403166149,huawei,麦芒4,M,23,M15-24
3781,-2737794429334857049,htc,One,M,28,M25-34
3782,8823734950043881998,vivo,Y23L,F,48,F45+
3783,-2151720202077067901,lenovo,A369,M,34,M25-34
3784,-2319189081450010173,xiaomi,红米Note3,M,29,M25-34
3785,6206378836742534130,lg,G3,F,49,F45+
3786,-4922123343303320422,meizu,MX4,M,43,M35-44
3787,-4977015090392642759,meizu,MX5,F,29,F25-34
3788,-2487395329888709905,samsung,Galaxy S6 Edge+,F,42,F35-44
3789,-7788975959197272009,meizu,MX4,M,22,M15-24
3790,4113023436861671597,索尼,Xperia SL,M,22,M15-24
3791,953916580055056562,vivo,Y37,F,29,F25-34
3792,7128336809833903205,kupo,L8,M,41,M35-44
3793,-8938536922231332886,youmi,UIMI3,M,30,M25-34
3794,2597481806255144934,vivo,Y37,M,26,M25-34
3795,-4491546712580034578,奇酷,青春版,M,20,M15-24
3796,-1233908875711448714,oppo,R7 Plus,F,29,F25-34
3797,4294220300091885386,samsung,Galaxy Note 3,M,31,M25-34
3798,-902572409989426749,samsung,Galaxy S6,M,20,M15-24
3799,3452966847350368004,xiaomi,红米Note3,M,30,M25-34
3800,6482984941107193430,xiaomi,红米note,M,29,M25-34
3801,5227047431334709797,huawei,MediaPad M2-803L,M,21,M15-24
3802,-7429291073650002146,lenovo,A760,M,21,M15-24
3803,-7163144824278888072,samsung,Galaxy On5,M,23,M15-24
3804,-2611980492000702979,huawei,荣耀7i,M,19,M15-24
3805,4018840480512702300,meizu,魅蓝NOTE,F,44,F35-44
3806,-8227304686507135126,xiaomi,红米1S,F,20,F15-24
3807,8830035493537127335,huawei,荣耀畅玩5,F,27,F25-34
3808,1015986268636467923,gionee,F103,M,23,M15-24
3809,-8766380729494773164,cool,大神F1,M,39,M35-44
3810,8749643052510600664,oppo,R1S,F,38,F35-44
3811,-5710749413522357572,cool,8712,F,24,F15-24
3812,-2618710079667538579,huawei,Y635,M,30,M25-34
3813,-4296584415415502143,meizu,魅蓝metal,F,27,F25-34
3814,-5740464956687863664,samsung,Galaxy Note 3,M,28,M25-34
3815,5438885489845538597,samsung,Galaxy Win,F,47,F45+
3816,-1752057305775059707,xiaomi,红米Note2,F,26,F25-34
3817,-6857511588973042843,xiaomi,红米2,M,56,M45+
3818,776194333023846855,xiaomi,红米note,M,32,M25-34
3819,1027538483602529256,xiaomi,红米Note3,M,31,M25-34
3820,8989303673171621780,xiaomi,红米note,M,28,M25-34
3821,-4345071462122713940,oppo,R7s,M,23,M15-24
3822,6840648921516054918,cool,大神Note3,F,19,F15-24
3823,1681693006509629043,samsung,Galaxy S3,F,31,F25-34
3824,-5716890019640821394,huawei,荣耀畅玩4X,M,30,M25-34
3825,-3096768961466168356,xiaomi,MI 4,M,34,M25-34
3826,8434842357510500890,vivo,Y51,F,19,F15-24
3827,1616953018544848276,lshi,超级手机1,M,29,M25-34
3828,-117380891055697855,meizu,魅蓝NOTE,F,59,F45+
3829,-5062225146743241155,xiaomi,红米note,M,33,M25-34
3830,-5471719237837441934,samsung,领世旗舰3,M,30,M25-34
3831,1229096044804299066,vivo,Y627,F,26,F25-34
3832,2587947544317670526,vivo,Y22L,F,21,F15-24
3833,8785616776557816145,huawei,荣耀畅玩4C,F,33,F25-34
3834,-5133491536330417094,oppo,Find 7,F,31,F25-34
3835,-5994686657013043326,samsung,Galaxy Style DUOS,M,21,M15-24
3836,1551254239703026973,samsung,Galaxy Note 2,F,29,F25-34
3837,-7891956438936167145,meizu,MX4,F,19,F15-24
3838,5487664044548702715,xiaomi,MI 3,M,45,M45+
3839,8575527310531337954,samsung,Galaxy Grand DUOS,M,29,M25-34
3840,3593540214057911544,xiaomi,红米note,M,22,M15-24
3841,-591510385992280372,oppo,R7s,M,48,M45+
3842,-4315588854969010009,htc,G11,F,39,F35-44
3843,9027970228160310927,vivo,Y23L,F,34,F25-34
3844,1119366060701360329,nubia,Z9 mini,F,35,F35-44
3845,-7012133937190646578,huawei,荣耀畅玩5X,M,56,M45+
3846,176364454226994885,lenovo,乐檬K3 Note,M,39,M35-44
3847,-715266415084240791,xiaomi,红米Note3,M,26,M25-34
3848,5066032202945264037,vivo,X5Pro,M,20,M15-24
3849,456613706964621,huawei,荣耀畅玩4,M,20,M15-24
3850,8402632590848753028,samsung,Galaxy Grand 2,F,24,F15-24
3851,-6939446055283243396,xiaomi,note顶配版,F,35,F35-44
3852,8375535776949090005,huawei,荣耀6,M,21,M15-24
3853,925573402610790682,lenovo,A590,F,23,F15-24
3854,4364369373866223539,vivo,Y22L,F,24,F15-24
3855,3989812731803036351,huawei,G620-L75,M,30,M25-34
3856,5892366907471265498,huawei,荣耀3X畅玩版,M,42,M35-44
3857,1482290322444803015,oppo,A53,F,25,F25-34
3858,-3175834795890351598,xiaomi,红米Note3,M,31,M25-34
3859,-2198680855130035824,huawei,Ascend P7,M,35,M35-44
3860,-7298905393961835858,huawei,畅享5S,M,27,M25-34
3861,-3813632402825178003,oppo,R830,M,28,M25-34
3862,-2958625035168647363,meizu,魅蓝Note 2,M,19,M15-24
3863,4384745846475080618,xiaomi,MI 4,M,25,M25-34
3864,4543547211452352071,xiaomi,MI 4,M,21,M15-24
3865,5867781660771608878,meizu,魅蓝,F,21,F15-24
3866,4822454171859270743,cool,Y1,M,26,M25-34
3867,-489876975207148697,oppo,R827T,M,26,M25-34
3868,5477150885750069346,oppo,R6007,M,20,M15-24
3869,-8515748874033811541,xiaomi,红米note,M,30,M25-34
3870,-3893109004324199713,xiaomi,红米note,F,43,F35-44
3871,-505794018169399339,oppo,A31,F,19,F15-24
3872,5158495016537621587,lshi,超级手机1,M,40,M35-44
3873,-7470932456972625842,huawei,G660-L075,M,30,M25-34
3874,5956183414935710664,samsung,G7200,M,28,M25-34
3875,-7646976602715527374,huawei,荣耀6,F,40,F35-44
3876,-1777194629232107453,samsung,Galaxy On5,M,29,M25-34
3877,-5565314063796723080,tcl,乐玩,F,22,F15-24
3878,4875176374970434184,samsung,Galaxy S5,M,29,M25-34
3879,-6451928950606535592,samsung,Galaxy Trend 2,M,43,M35-44
3880,-7713232084716654854,huawei,Ascend P8,F,30,F25-34
3881,1936269685243811295,vivo,Y27,M,23,M15-24
3882,-7863612697663923466,vivo,Y37,M,38,M35-44
3883,4432094055004433329,samsung,Galaxy S4,M,23,M15-24
3884,-4626578045543377868,xiaomi,小米4C,M,23,M15-24
3885,8593947124045222259,aiyouni,U2,F,22,F15-24
