,id,job title,job link,PhD OR ph.d,Bachelors OR BS OR BA,Python,Startup OR start-up,Scientist,Machine learning,Lab OR laboratory,Software engineer,Manager OR director,years experience,salary over 90000
291,jl_0a62187239676f7e,Prof&dir biomedical imaging center,https://www.indeed.com/rc/clk?jk=0a62187239676f7e&fccid=a9383e8362da1c50,1,0,0,0,1,0,1,0,1,0,0
292,jl_81aecdad83c51b93,"Senior scientist/scientist, metabolic immuno-oncology",https://www.indeed.com/company/Agios-Pharmaceuticals/jobs/Senior-Scientist-Scientist-81aecdad83c51b93?r=1&fccid=4029560ec46c5d46,1,0,0,0,1,0,0,0,0,0,1
293,jl_9b476549089a6ff7,Deep learning engineer,https://www.indeed.com/rc/clk?jk=9b476549089a6ff7&fccid=4a2d2fbadf14d480,1,0,1,1,1,0,0,0,0,0,1
294,jl_0708474eb21f6cf6,Sr. scientist- cancer immunotherapy bioinformatics,https://www.indeed.com/rc/clk?jk=0708474eb21f6cf6&fccid=c2de31bf70061670,1,0,0,0,1,1,0,0,0,0,1
295,jl_2cb218213ebed890,Junior data scientist,https://www.indeed.com/rc/clk?jk=2cb218213ebed890&fccid=2c749d549b16ad16,1,0,1,0,1,1,0,0,0,0,1
296,jl_cd5a74e5f7dfee81,Precision medicine director -io,https://www.indeed.com/rc/clk?jk=cd5a74e5f7dfee81&fccid=c35194d01a9e2595,1,0,0,0,0,0,1,0,1,7,1
297,jl_cf097328f5832f46,"Senior scientist, bioanalytical discovery research",https://www.indeed.com/rc/clk?jk=cf097328f5832f46&fccid=f4b6e6913175abeb,1,0,0,0,1,0,0,0,0,0,0
298,jl_1f2c570c4a5700d1,Postdoctoral associate in computational biology,https://www.indeed.com/rc/clk?jk=1f2c570c4a5700d1&fccid=b8295c348463e6f3,1,0,1,0,1,0,0,0,0,0,0
299,jl_fdc80868e79f458a,"Principal scientist, clinical biomarker development & valida...",https://www.indeed.com/rc/clk?jk=fdc80868e79f458a&fccid=cc2996d24faa3cbd,1,0,0,0,1,0,1,0,0,0,1
300,jl_ad07c0f93d0bc43b,Senior computational biologist/bioinformatics scientist,https://www.indeed.com/rc/clk?jk=ad07c0f93d0bc43b&fccid=6089b239f938d042,1,0,1,1,1,0,1,0,0,5,1
301,jl_2217f56404b74f3b,Principal data scientist,https://www.indeed.com/rc/clk?jk=2217f56404b74f3b&fccid=9cd6915d7bd50ae4,1,0,0,0,1,0,0,0,0,0,1
302,jl_460decf55f256e18,Senior scientist: in vitro pharmacology,https://www.indeed.com/rc/clk?jk=460decf55f256e18&fccid=241e9dff1e66569a,1,1,0,0,1,0,0,0,0,5,1
303,jl_25ea875bb3d2ad8d,Provider performance improvement consultant,https://www.indeed.com/rc/clk?jk=25ea875bb3d2ad8d&fccid=6576e7250aa78c3c,1,0,0,0,1,0,0,0,0,4,1
304,jl_bfedded16a3579f6,"Director, neurogenetics job",https://www.indeed.com/rc/clk?jk=bfedded16a3579f6&fccid=c38b7d5e0419a6a7,1,0,0,0,1,0,1,0,1,6,1
305,jl_b5ce6f6be95d20fa,Cgmp r&d manager,https://www.indeed.com/company/PixarBio-Corporation/jobs/Cgmp-R&D-Manager-b5ce6f6be95d20fa?r=1&fccid=4ae1f2846a23891d,1,0,0,1,1,0,1,0,1,1,1
306,jl_0355211d34b6c8da,Clinical development scientist (transplant medicine),https://www.indeed.com/rc/clk?jk=0355211d34b6c8da&fccid=f4b6e6913175abeb,1,0,0,0,1,0,0,0,0,0,1
307,jl_8021ae75d6238eb4,Cyber security risk modeling engineer,https://www.indeed.com/rc/clk?jk=8021ae75d6238eb4&fccid=a015205ad138ca75,1,0,1,0,1,1,1,0,0,3,1
308,jl_be748ff43d80867e,Senior machine learning scientist- amazon alexa,https://www.indeed.com/rc/clk?jk=be748ff43d80867e&fccid=fe2d21eef233e94a,1,0,1,0,1,1,0,0,0,0,0
309,jl_92444c8e49c260c6,"Senior principal scientist- computational biologist,1040790",https://www.indeed.com/company/Pfizer-Inc./jobs/Senior-Principal-Scientist-92444c8e49c260c6?r=1&fccid=5e118f74384e090a,1,0,1,0,1,1,0,0,0,7,1
310,jl_496cf4c0a5e536d9,Clinical development lead,https://www.indeed.com/company/Inotek-Pharmaceuticals/jobs/Clinical-Development-Lead-496cf4c0a5e536d9?r=1&fccid=745e5f97a060ff9c,1,0,0,1,1,0,1,0,0,5,1
311,jl_13dfdb937816c38b,Lcms principal scientist – biomedicine design,https://www.indeed.com/company/Pfizer-Inc./jobs/Lcms-Principal-Scientist-Biomedicine-Design-13dfdb937816c38b?r=1&fccid=5e118f74384e090a,1,0,0,0,1,0,1,0,0,5,1
312,jl_12af4286e57c1164,Senior chemical engineer- microparticles/microspheres,https://www.indeed.com/company/PixarBio-Corporation/jobs/Senior-Chemical-Engineer-12af4286e57c1164?r=1&fccid=4ae1f2846a23891d,1,0,0,1,1,0,1,0,1,0,1
313,jl_8ebdeed9d57c9abb,Sr. speech scientist,https://www.indeed.com/rc/clk?jk=8ebdeed9d57c9abb&fccid=fe2d21eef233e94a,1,0,1,0,1,1,0,0,0,0,0
314,jl_df8bf9b054a58b3c,"Principal scientist/associate director, dna technical develo...",https://www.indeed.com/rc/clk?jk=df8bf9b054a58b3c&fccid=239038ea571d5a08,1,0,0,1,1,0,0,0,1,0,1
315,jl_5c8ba2006575d4ed,Chemical engineer,https://www.indeed.com/rc/clk?jk=5c8ba2006575d4ed&fccid=0213df1b2d6a2c22,1,0,0,0,1,0,1,0,0,0,1
316,jl_01c1cd346ac5293f,Cto / vp of software development / chief scientist,https://www.indeed.com/rc/clk?jk=01c1cd346ac5293f&fccid=0859df354dd6e9fd,1,0,0,0,1,0,0,0,1,0,1
317,jl_b425320ca64968d7,Manager high power r&d programs,https://www.indeed.com/rc/clk?jk=b425320ca64968d7&fccid=de86a6975323e2a5,1,0,0,0,1,0,0,0,1,0,0
318,jl_9ffa35a19d0fab79,"Director, quality control",https://www.indeed.com/rc/clk?jk=9ffa35a19d0fab79&fccid=06dbc108d1ec9caf,1,0,0,0,1,0,1,0,1,5,1
319,jl_e4b8d9a769dc46f8,"Associate director, clinical development (clinical scientist...",https://www.indeed.com/rc/clk?jk=e4b8d9a769dc46f8&fccid=c2de31bf70061670,1,0,0,0,1,0,0,0,1,5,1
320,jl_aca94848461bb4af,"Senior scientist, translational sciences, genomics",https://www.indeed.com/rc/clk?jk=aca94848461bb4af&fccid=adb55a49f6636f0e,1,0,0,0,1,0,1,0,0,0,0
321,jl_8822f269cfc35271,Manager of biostatistics orientation and cdisc training,https://www.indeed.com/rc/clk?jk=8822f269cfc35271&fccid=5507a64404691526,1,0,0,0,1,0,0,0,1,6,0
322,jl_860e0ccf2c016d3a,Principal scientist/associate director of cell line developm...,https://www.indeed.com/rc/clk?jk=860e0ccf2c016d3a&fccid=c2de31bf70061670,1,0,0,0,1,0,0,0,1,5,1
323,jl_b4e4e60e62237fb5,"Scientist/senior scientist, molecular & cellular biology",https://www.indeed.com/rc/clk?jk=b4e4e60e62237fb5&fccid=ed30c5e8b2ea269f,1,0,0,1,1,0,1,0,0,2,0
324,jl_b305ee437b583d4e,Gastrointestinal human organ systems investigator,https://www.indeed.com/company/Charles-Stark-Draper-Laboratory/jobs/Gastrointestinal-Human-Organ-System-Investigator-b305ee437b583d4e?r=1&fccid=30734e268f8ceb8a,1,0,0,0,1,0,1,0,0,5,0
325,jl_b5fbf95706d473b4,Senior scientist dsp,https://www.indeed.com/rc/clk?jk=b5fbf95706d473b4&fccid=3d5ae7fd4c0a130e,1,0,0,0,1,0,1,0,1,5,1
326,jl_dff2a739e95429be,Senior embedded software engineer,https://www.indeed.com/rc/clk?jk=dff2a739e95429be&fccid=dee4e12ec7e5a163,1,0,1,1,1,0,0,1,0,5,1
327,jl_de9b27ffb6909544,Clinical scientist (immuno-oncology),https://www.indeed.com/rc/clk?jk=de9b27ffb6909544&fccid=c91bf5a32ea9b61f,1,0,0,1,1,0,0,0,0,5,0
328,jl_a6a332c03fae43ff,Full stack engineer,https://www.indeed.com/rc/clk?jk=a6a332c03fae43ff&fccid=ae04332349a994b0,1,1,1,1,1,1,0,0,0,3,1
329,jl_9e903cec0f7fc7bb,"Scientist/senior scientist, immunology",https://www.indeed.com/rc/clk?jk=9e903cec0f7fc7bb&fccid=ed30c5e8b2ea269f,1,0,0,1,1,0,1,0,0,2,1
330,jl_0aca95ef4434c6ee,"Manager, data science",https://www.indeed.com/rc/clk?jk=0aca95ef4434c6ee&fccid=fe2d21eef233e94a,1,0,1,0,1,1,0,0,1,0,1
331,jl_5a24dcb732d85a93,"Microscopy imaging – senior scientist, 1039279",https://www.indeed.com/company/Pfizer-Inc./jobs/Microscopy-Imaging-Senior-Scientist-5a24dcb732d85a93?r=1&fccid=5e118f74384e090a,1,0,0,0,1,0,1,0,0,6,1
332,jl_06b836eb618ffa74,Biostatistician,https://www.indeed.com/company/SearchBright-Staffing/jobs/Biostatistician-06b836eb618ffa74?r=1&fccid=239e6910f7725ca0,1,0,0,0,1,1,0,0,0,6,1
333,jl_1e5c9a3e43640c48,Algorithms developer- applied mathematics,https://www.indeed.com/rc/clk?jk=1e5c9a3e43640c48&fccid=37b3a5500c2d9636,1,0,1,0,1,1,0,0,0,0,0
334,jl_a988b8b70a31fd60,"Senior scientist, separation sciences job",https://www.indeed.com/rc/clk?jk=a988b8b70a31fd60&fccid=c38b7d5e0419a6a7,1,1,0,0,1,0,0,0,0,5,0
335,jl_ceca6d599f2c119e,Bioengineering/microfluidics expert,https://www.indeed.com/rc/clk?jk=ceca6d599f2c119e&fccid=e3d02f970def32f7,1,1,0,0,1,0,0,0,0,5,0
336,jl_d93e9670644674b3,"Clinical research scientist, translational development",https://www.indeed.com/rc/clk?jk=d93e9670644674b3&fccid=34683f542edec3be,1,1,0,0,1,0,1,0,0,0,1
337,jl_9c671f293ac4a7ff,"Senior scientist, bioassay and impurity testing,1041427",https://www.indeed.com/company/Pfizer-Inc./jobs/Senior-Scientist-9c671f293ac4a7ff?r=1&fccid=5e118f74384e090a,1,1,0,0,1,0,1,0,0,0,0
338,jl_430c72375af72021,"Director/senior director, clinical pharmacology",https://www.indeed.com/rc/clk?jk=430c72375af72021&fccid=792060518a3acdec,1,0,0,0,1,0,0,0,1,0,1
339,jl_bc00d3beffb45e8d,Project/program manager - data science team,https://www.indeed.com/rc/clk?jk=bc00d3beffb45e8d&fccid=ae836b4513efc3af,1,0,0,0,1,1,0,0,1,3,0
340,jl_e5b80bea2dd0b64d,Scientist/senior scientist(s) – discovery biology,https://www.indeed.com/rc/clk?jk=e5b80bea2dd0b64d&fccid=c2de31bf70061670,1,0,0,0,1,0,1,0,0,2,1
341,jl_afa5ee8086d0eced,"Senior scientist (in vitro studies, discovery biology)",https://www.indeed.com/rc/clk?jk=afa5ee8086d0eced&fccid=f4b6e6913175abeb,1,0,0,0,0,0,1,0,0,0,0
342,jl_59c488f46eee381e,Senior scientist/ lab head - immuno-oncology,https://www.indeed.com/rc/clk?jk=59c488f46eee381e&fccid=5d3ed74ca4598964,1,0,0,0,1,0,1,0,0,7,0
343,jl_888c13a083803b8a,"Director/senior director, dmpk",https://www.indeed.com/rc/clk?jk=888c13a083803b8a&fccid=4c6cf88833e4f557,1,0,0,0,1,0,0,0,1,3,1
344,jl_3434e08258be7549,Product development scientist/senior scientist - formulation,https://www.indeed.com/company/Pronutria-Biosciences/jobs/Product-Development-Scientist-Senior-Scientist-3434e08258be7549?r=1&fccid=035ee9fa21e8560a,1,0,0,0,1,0,1,0,0,0,1
345,jl_33f74adee38cf5dc,"Manager, applied human genetics;1042069",https://www.indeed.com/company/Pfizer-Inc./jobs/Manager-33f74adee38cf5dc?r=1&fccid=5e118f74384e090a,1,0,0,0,1,0,0,0,1,0,1
346,jl_7fdc1099541d5aeb,Global ta lead biostatistics,https://www.indeed.com/rc/clk?jk=7fdc1099541d5aeb&fccid=bbd44fbadbb83e1c,1,0,0,0,1,0,0,0,0,0,1
347,jl_4d96c101d81ece9b,Datascientist and machine learning engineer,https://www.indeed.com/rc/clk?jk=4d96c101d81ece9b&fccid=c7e0213a8fe5d61f,1,0,1,0,1,1,0,0,0,0,1
348,jl_b04e512aa26b0394,Bioinformatics lead job,https://www.indeed.com/rc/clk?jk=b04e512aa26b0394&fccid=c38b7d5e0419a6a7,1,0,0,0,1,0,1,0,0,4,1
349,jl_202272d85630250e,Senior research scientist,https://www.indeed.com/rc/clk?jk=202272d85630250e&fccid=200a825acadb9338,1,0,0,0,1,0,1,0,0,0,1
350,jl_2cf5b91e7ea31bde,Biomarker discovery lcms lab scientist (sr. scientist);10377...,https://www.indeed.com/company/Pfizer-Inc./jobs/Biomarker-Discovery-Lcms-Lab-Scientist-2cf5b91e7ea31bde?r=1&fccid=5e118f74384e090a,1,0,0,0,1,0,1,0,0,6,0
351,jl_9ccc89d44358ba5a,"Head, core lab",https://www.indeed.com/rc/clk?jk=9ccc89d44358ba5a&fccid=cc2996d24faa3cbd,1,0,0,0,1,0,1,0,0,0,0
352,jl_87f40fcb796da2d6,"Research scientist, clinical & nonclinical assay development",https://www.indeed.com/rc/clk?jk=87f40fcb796da2d6&fccid=f73ceb7ab936a1df,1,0,0,0,1,0,0,0,1,3,1
353,jl_2922d9e0c8b21613,"Late stage lentiviral vector manufacturing, manager/sr. mana...",https://www.indeed.com/rc/clk?jk=2922d9e0c8b21613&fccid=22a86b559b3e662b,1,1,0,0,1,0,0,0,1,1,1
354,jl_1fd560463e67c603,"Director/senior director, biochemistry",https://www.indeed.com/rc/clk?jk=1fd560463e67c603&fccid=ad19ac357280b2f3,1,0,0,0,1,0,0,0,1,0,1
355,jl_f5264968f6e69951,Cell therapy r&d leader,https://www.indeed.com/rc/clk?jk=f5264968f6e69951&fccid=65b5f2aba4dbd31f,1,0,0,0,1,0,1,0,0,6,1
356,jl_1541e1712853907a,Bioinformatics software specialist ii,https://www.indeed.com/rc/clk?jk=1541e1712853907a&fccid=5507a64404691526,1,0,1,0,1,0,1,0,0,0,0
357,jl_4648fe02ab7759d6,"Senior scientist, characterization us team",https://www.indeed.com/rc/clk?jk=4648fe02ab7759d6&fccid=f4b6e6913175abeb,1,1,0,0,1,0,0,0,0,6,1
358,jl_79c5965a53eb6f49,Associate director process engineering development - purific...,https://www.indeed.com/rc/clk?jk=79c5965a53eb6f49&fccid=adb55a49f6636f0e,1,1,0,0,1,0,1,0,1,7,1
359,jl_fc1f842786c79ede,Associate director process engineering development,https://www.indeed.com/rc/clk?jk=fc1f842786c79ede&fccid=adb55a49f6636f0e,1,1,0,0,1,0,1,0,1,7,1
360,jl_7cf08d1496ecb769,"Scientist/senior scientist, drug delivery",https://www.indeed.com/rc/clk?jk=7cf08d1496ecb769&fccid=ad19ac357280b2f3,1,1,0,0,0,0,1,0,0,0,1
361,jl_ec9d038790d4c362,Process stability and attribute sciences lead,https://www.indeed.com/rc/clk?jk=ec9d038790d4c362&fccid=f4b6e6913175abeb,1,0,0,0,1,0,1,0,0,4,1
362,jl_0668870396288342,"Global project support representative, global nonclinical sa...",https://www.indeed.com/rc/clk?jk=0668870396288342&fccid=cc2996d24faa3cbd,1,0,0,0,1,0,0,0,0,7,0
363,jl_18214d812acba678,"Senior project manager, cancer cell line factory clinical ou...",https://www.indeed.com/rc/clk?jk=18214d812acba678&fccid=b8295c348463e6f3,1,1,0,0,1,0,1,0,1,5,1
364,jl_efceb1ac5208a7df,Operations research analyst / statistician,https://www.indeed.com/rc/clk?jk=efceb1ac5208a7df&fccid=fd03a1a845b02aae,1,1,1,0,1,0,0,0,0,0,1
365,jl_346bcdc963a6c28e,Senior scientist - functional proteomics,https://www.indeed.com/rc/clk?jk=346bcdc963a6c28e&fccid=7f97411f025a9515,1,0,0,0,1,0,0,0,0,0,1
366,jl_52d5a387ee4d7017,Senior clinical scientist,https://www.indeed.com/company/Proclinical-Ltd/jobs/Senior-Clinical-Scientist-52d5a387ee4d7017?r=1&fccid=a69af6ef2928690c,1,0,0,0,1,0,0,0,1,2,1
367,jl_2de1e7fa2507400e,Clinical research assistant,https://www.indeed.com/rc/clk?jk=2de1e7fa2507400e&fccid=e5cd607b0c782092,1,1,0,0,1,0,0,0,0,0,0
368,jl_032a4eee0ef08011,"Senior scientist/scientist, metabolic immuno-oncol",https://www.indeed.com/rc/clk?jk=032a4eee0ef08011&fccid=4029560ec46c5d46,1,0,0,0,1,0,0,0,0,0,1
369,jl_2c39929ff34ede70,Senior scientist in project progression and biochemistry lin...,https://www.indeed.com/company/Pfizer-Inc./jobs/Senior-Scientist-Project-Progression-Biochemistry-Line-2c39929ff34ede70?r=1&fccid=5e118f74384e090a,1,0,0,0,1,0,1,0,0,3,0
370,jl_8d5b586fa8145bb7,Senior neuroscientist,https://www.indeed.com/company/PixarBio-Corporation/jobs/Senior-Neuroscientist-8d5b586fa8145bb7?r=1&fccid=4ae1f2846a23891d,1,0,0,0,1,0,1,0,1,5,0
371,jl_3fe0a21006973510,Program manager – discovery research,https://www.indeed.com/company/FirstFuel/jobs/Program-Manager-Discovery-Research-3fe0a21006973510?r=1&fccid=e6bfd47f64cec236,1,1,0,0,1,0,0,0,1,0,0
372,jl_cd9d6a821ccebd35,"Biostatistician, biomarker & companion diagnostics developme...",https://www.indeed.com/rc/clk?jk=cd9d6a821ccebd35&fccid=6089b239f938d042,1,0,1,0,1,0,1,0,0,3,1
373,jl_277e3302a62145e3,Field application specialist representative,https://www.indeed.com/rc/clk?jk=277e3302a62145e3&fccid=dedb01f1a81e63e6,1,0,0,0,0,0,0,0,0,3,0
374,jl_3668e07841d11f27,"Senior scientist, immuno-oncology job",https://www.indeed.com/rc/clk?jk=3668e07841d11f27&fccid=c38b7d5e0419a6a7,1,1,0,0,1,0,0,0,0,7,0
375,jl_e2800bc6171ddc79,"Senior principal scientist, genomics",https://www.indeed.com/rc/clk?jk=e2800bc6171ddc79&fccid=adb55a49f6636f0e,1,0,0,0,1,0,1,0,1,0,0
376,jl_ec0c0eb870136905,Software engineer - data,https://www.indeed.com/rc/clk?jk=ec0c0eb870136905&fccid=ae04332349a994b0,1,1,1,1,1,1,0,1,0,3,1
377,jl_f91843d934a9d80f,Senior research assistant / lab manager - human nutrition re...,https://www.indeed.com/rc/clk?jk=f91843d934a9d80f&fccid=6204ad93e6d7930f,1,0,0,0,1,0,1,0,1,3,0
378,jl_451440b8fbc354ed,Postdoctoral computational biologist,https://www.indeed.com/rc/clk?jk=451440b8fbc354ed&fccid=31a15643b156b0a5,1,0,0,0,1,1,1,0,0,0,0
379,jl_7d6452543cb80673,Computational biologist,https://www.indeed.com/company/TotalTalent-Search-Group/jobs/Computational-Biologist-7d6452543cb80673?r=1&fccid=188372ce799e05ec,1,0,1,0,1,1,0,0,0,3,1
380,jl_97a611caab239c99,Nlp engineer/speech scientist,https://www.indeed.com/rc/clk?jk=97a611caab239c99&fccid=0a4146cb07c08af8,1,1,1,1,1,1,0,0,0,3,1
381,jl_57d36d880dc90113,Senior quality control chemist / lab manager / energy storag...,https://www.indeed.com/rc/clk?jk=57d36d880dc90113&fccid=aeb15e43a6800b9d,1,0,0,0,0,0,1,0,1,4,1
382,jl_f8bcd79ec3bb9c48,Senior scientific associate,https://www.indeed.com/rc/clk?jk=f8bcd79ec3bb9c48&fccid=126bc76b4600a831,1,0,0,0,1,0,0,0,0,0,0
383,jl_7c6833653354142f,"Group leader, bioinformatics",https://www.indeed.com/rc/clk?jk=7c6833653354142f&fccid=3aaabf5c54e51db9,1,0,0,0,1,0,1,0,0,0,1
384,jl_c2df9ec52b390e5e,Senior physical scientist with security clearance,https://www.indeed.com/rc/clk?jk=c2df9ec52b390e5e&fccid=fcddc524fe923a0a,1,1,1,0,1,1,0,0,0,5,1
385,jl_c9f3d74dfec2b58a,Back-end web developer,https://www.indeed.com/rc/clk?jk=c9f3d74dfec2b58a&fccid=5507a64404691526,1,1,1,1,1,0,0,0,0,3,1
386,jl_e2c1985021f3c84b,Sr asc scientist-biocore/immunoassay development (non-phd);...,https://www.indeed.com/company/Pfizer-Inc./jobs/Senior-Asc-Scientist-Biocore-Immunoassay-Development-e2c1985021f3c84b?r=1&fccid=5e118f74384e090a,1,1,0,0,1,0,1,0,0,0,0
387,jl_23ad9ed2df326bf2,Clinical scientist,https://www.indeed.com/rc/clk?jk=23ad9ed2df326bf2&fccid=f36d74b9c9a33f09,1,0,0,0,1,0,0,0,0,5,0
388,jl_57b148246084bd99,"Manager, exploratory statistics",https://www.indeed.com/rc/clk?jk=57b148246084bd99&fccid=5d807087f2960e47,1,0,0,0,1,1,0,0,1,0,1
389,jl_db4d72b5cf4045ce,Senior data engineer associate,https://www.indeed.com/rc/clk?jk=db4d72b5cf4045ce&fccid=ca123abbc3ea79a0,1,0,1,0,1,0,0,0,0,2,1
390,jl_d628a3abc83f789c,Senior scientist – neuroscience merck boston job,https://www.indeed.com/rc/clk?jk=d628a3abc83f789c&fccid=c38b7d5e0419a6a7,1,1,0,0,1,0,0,0,0,6,0
391,jl_af1acc505fdeece5,"Epidemiologist – real-world evidence – waltham, ma",https://www.indeed.com/rc/clk?jk=af1acc505fdeece5&fccid=13bdc6eb14329ae4,1,0,0,0,1,0,0,0,0,0,1
392,jl_ec512dddb179aae9,"Global clinical operations lead, clinical sciences & innovat...",https://www.indeed.com/rc/clk?jk=ec512dddb179aae9&fccid=e3d02f970def32f7,1,0,0,0,1,0,0,0,1,0,0
393,jl_d4a605cf31c4d6fa,Quality control manager,https://www.indeed.com/rc/clk?jk=d4a605cf31c4d6fa&fccid=688818413093c5f3,1,0,0,0,1,0,1,0,1,5,1
394,jl_c802e30b1a4ae8a1,"Scientist/senior scientist, analytical chemistry",https://www.indeed.com/rc/clk?jk=c802e30b1a4ae8a1&fccid=f36d74b9c9a33f09,1,1,0,0,1,0,0,0,0,5,0
395,jl_c0aa1f152ee40365,"Associate clinical operations lead, clinical sciences & inno...",https://www.indeed.com/rc/clk?jk=c0aa1f152ee40365&fccid=e3d02f970def32f7,1,0,0,0,1,0,1,0,1,0,0
396,jl_7db3cf5af0a5f397,Laboratory head: in vivo pk and bioanalytical,https://www.indeed.com/rc/clk?jk=7db3cf5af0a5f397&fccid=cc2996d24faa3cbd,1,0,0,0,1,0,1,0,0,2,0
397,jl_bddee21cf5be8648,Data scientist / software developer – life sciences,https://www.indeed.com/rc/clk?jk=bddee21cf5be8648&fccid=212af5778aa7175d,1,1,1,0,1,1,0,0,0,0,1
398,jl_e399641afa27d098,Senior scientific advisor,https://www.indeed.com/rc/clk?jk=e399641afa27d098&fccid=2da48c235fc2baad,1,0,0,0,1,0,0,0,0,5,1
399,jl_cb815a00e9bef936,"Psychiatrist, neuroscience translational medicine expert",https://www.indeed.com/rc/clk?jk=cb815a00e9bef936&fccid=e3d02f970def32f7,1,0,0,0,1,0,0,0,0,0,1
400,jl_3e6ac464d7d1e61b,Bioinformatics software specialist ii,https://www.indeed.com/rc/clk?jk=3e6ac464d7d1e61b&fccid=1f26581fa7fa3974,1,0,1,0,1,0,1,0,0,0,0
401,jl_87031e141096a78e,Director of translational biology,https://www.indeed.com/rc/clk?jk=87031e141096a78e&fccid=29ca50daab375918,1,0,0,0,1,0,0,0,1,5,1
402,jl_dfa3709ac3503f76,Field application scientist (pre-sales),https://www.indeed.com/rc/clk?jk=dfa3709ac3503f76&fccid=6c258446e914f4c8,1,0,0,0,1,0,0,0,0,0,1
403,jl_0e2dd682ec7d0a23,Clinical-scientific - bench scientist,https://www.indeed.com/rc/clk?jk=0e2dd682ec7d0a23&fccid=87a800a7ae346e84,1,1,0,0,1,0,1,0,0,6,1
404,jl_6ea9738fed1dfbbb,Scientist/manager: viral vector production,https://www.indeed.com/company/FirstFuel/jobs/Scientist-Manager-6ea9738fed1dfbbb?r=1&fccid=e6bfd47f64cec236,1,1,0,0,0,0,1,0,1,6,1
405,jl_8dbbfc6d02e52835,Toxicology-scientist,https://www.indeed.com/company/Ajulia-Executive-Search/jobs/Toxicology-Scientist-8dbbfc6d02e52835?r=1&fccid=ceef19c020a8c6a1,1,0,0,0,0,0,0,0,1,0,0
406,jl_fc88fe68f05aaf18,"Data scientist team manager, cutting edge tech business",https://www.indeed.com/rc/clk?jk=fc88fe68f05aaf18&fccid=d72eb0548d91249c,1,0,0,0,1,1,0,0,1,0,1
407,jl_a3e65c643b7acdac,Drug safety physician,https://www.indeed.com/rc/clk?jk=a3e65c643b7acdac&fccid=04233dcb6353e8e1,1,0,0,0,1,0,0,0,0,3,0
408,jl_61fc0250265e49b9,Cognitive engineer with security clearance,https://www.indeed.com/rc/clk?jk=61fc0250265e49b9&fccid=f4673b33b83571c4,1,0,0,0,1,0,1,0,0,0,1
409,jl_651dde8bfb83dd0e,Assistant researcher / researcher burkina faso - inddex,https://www.indeed.com/rc/clk?jk=651dde8bfb83dd0e&fccid=6204ad93e6d7930f,1,0,0,0,1,0,1,0,0,3,0
410,jl_6412bc32a8825a36,Assistant researcher / researcher bangladesh - inddex,https://www.indeed.com/rc/clk?jk=6412bc32a8825a36&fccid=6204ad93e6d7930f,1,0,0,0,1,0,1,0,0,2,0
411,jl_56a526f9757fc61b,Cyber security developer,https://www.indeed.com/rc/clk?jk=56a526f9757fc61b&fccid=a015205ad138ca75,1,0,1,0,1,1,1,0,0,3,1
412,jl_25caa726fe6d5e24,Human computer interaction engineer with security clearance,https://www.indeed.com/rc/clk?jk=25caa726fe6d5e24&fccid=f4673b33b83571c4,1,1,0,0,1,0,1,0,0,2,1
413,jl_ada8a7b4477d3923,Senior computer/data scientist,"https://www.indeed.com/company/SeLux-Diagnostics,-Inc./jobs/Senior-Computer-Data-Scientist-ada8a7b4477d3923?r=1&fccid=86a67c18e8f1ba8b",1,0,1,1,1,1,0,0,0,3,1
414,jl_d4af01204e873ebb,"Assistant director clinical scientist, oncology",https://www.indeed.com/rc/clk?jk=d4af01204e873ebb&fccid=5d3ed74ca4598964,1,0,0,1,1,0,0,0,1,7,1
415,jl_4554fafebbcef9dc,Computational biologist/bioinformatics scientist – ngs – onc...,https://www.indeed.com/rc/clk?jk=4554fafebbcef9dc&fccid=5d3ed74ca4598964,1,0,1,0,1,1,0,0,0,7,1
416,jl_8a3e91781bf16ddb,Neuroinflammation and innate immunity / multiple sclerosis c...,https://www.indeed.com/rc/clk?jk=8a3e91781bf16ddb&fccid=5d3ed74ca4598964,1,0,0,0,1,0,1,0,0,7,1
417,jl_b05c63c4c15fc39a,Senior research scientist/leader – real-world evidence – wal...,https://www.indeed.com/rc/clk?jk=b05c63c4c15fc39a&fccid=13bdc6eb14329ae4,1,0,0,0,1,0,0,0,0,7,1
418,jl_918d1cde59a31067,"Director/senior director, precision immunology, immunology &...",https://www.indeed.com/rc/clk?jk=918d1cde59a31067&fccid=5d3ed74ca4598964,1,0,0,0,1,0,1,0,1,7,1
419,jl_8b5b8e2f9cf0333d,"Associate director/director, regenerative medicine - muscle",https://www.indeed.com/rc/clk?jk=8b5b8e2f9cf0333d&fccid=f73ceb7ab936a1df,1,0,0,0,1,0,0,0,1,0,1
420,jl_f88f80225de6ecb7,"Director/senior director, targeted immunity and type 1 diabe...",https://www.indeed.com/rc/clk?jk=f88f80225de6ecb7&fccid=5d3ed74ca4598964,1,0,0,0,0,0,1,0,0,7,0
421,jl_2c54b66cef2ad25f,Senior mission technologist with security clearance,https://www.indeed.com/rc/clk?jk=2c54b66cef2ad25f&fccid=f4673b33b83571c4,1,0,0,0,1,0,1,0,0,0,1
422,jl_9747f523d56212cc,Gum/oral human organ systems investigator with security clea...,https://www.indeed.com/rc/clk?jk=9747f523d56212cc&fccid=f4673b33b83571c4,1,0,0,0,1,0,1,0,0,5,0
